Node,Load of node by messages routed
13445,52
17292,19
3211,10
17548,27
15502,12
19600,46
2926,5
19613,18
27806,27
15520,32
23713,42
15659,12
27815,17
31912,49
31913,21
23722,12
11435,23
11436,15
21677,53
7141,15
9391,68
15538,37
884,87
1211,42
4298,84
3262,54
7362,117
1219,10
13508,33
23751,45
25801,74
3655,4
22818,80
29902,94
27855,24
5330,94
3278,9
19670,38
11129,8
31961,45
11484,53
5341,46
19678,12
31972,31
1253,20
3304,36
13547,44
19696,24
9457,88
27891,15
19700,14
16254,2
21750,30
17657,66
1274,17
25858,56
27907,27
3333,29
13574,26
26497,46
1290,28
11533,31
5390,43
11535,8
13584,12
25877,7
31010,26
21785,45
17690,25
27938,26
25891,46
29988,68
29991,4
1320,43
15657,100
13611,20
19758,47
21725,21
9520,60
7475,54
9524,19
23774,60
13622,23
11575,26
32056,36
17721,30
15675,55
32060,20
17727,10
15184,10
27969,25
13635,16
21829,12
23878,92
10465,17
21832,8
17737,22
7500,49
3406,70
9551,48
27988,45
12857,56
5466,99
17759,9
11616,13
32097,23
24123,28
9525,14
23911,20
28008,19
19004,15
18868,70
9106,23
13678,46
1392,19
9587,32
11636,15
23926,10
21880,53
1401,29
3453,68
17801,42
20375,24
11660,25
11842,45
32146,28
9619,14
17813,24
28390,19
30104,15
28060,28
1438,48
9632,12
28024,9
11682,20
3654,38
21926,6
8433,133
1448,21
21931,8
28076,20
21933,14
23983,25
27122,12
6868,30
8232,14
3322,21
16287,34
15449,10
11404,9
26048,117
5570,60
587,73
28104,47
7625,112
28107,13
13218,11
30159,24
1489,41
28114,35
7636,49
24023,66
24025,20
26191,77
1500,15
9693,58
15839,16
13794,80
20731,4
21988,48
32229,62
32235,5
1516,25
9711,24
1520,16
32241,8
9717,33
15864,21
22009,18
11770,35
15868,19
17918,85
26113,5
27119,12
28588,41
15882,4
3595,84
11788,19
11790,7
11426,21
27224,52
19987,164
30228,37
19989,17
27262,29
32688,13
11811,10
32293,22
24102,77
28252,6
22059,54
30252,15
28205,26
5678,76
6408,14
22066,50
17971,31
24116,18
1593,28
17978,9
9787,53
24125,33
17982,19
13888,49
1238,55
15939,53
11845,4
20038,33
29281,15
20042,12
28599,14
18396,29
25869,32
32336,23
3665,24
11859,22
32014,31
5718,21
15960,39
7769,90
1626,42
28251,54
20060,31
14307,12
1632,4
13921,18
28263,12
20072,16
24171,55
15981,42
7792,16
11889,36
5746,26
3703,24
13944,35
5753,13
28282,15
18044,62
7806,18
24191,45
20096,53
24193,31
32388,35
1669,44
26246,60
30317,41
1683,19
25881,14
22170,82
3742,47
16696,34
32418,20
24859,6
21820,18
3757,30
9908,52
18101,62
11960,57
11961,4
11964,8
5822,33
22207,56
14016,17
18402,10
7875,58
28361,57
290,45
30415,63
5842,37
20179,94
28372,15
22478,13
1752,68
11995,32
30428,33
24286,38
3807,39
1760,8
14050,24
5862,23
32487,43
14058,9
26349,67
28399,39
18160,56
21800,9
9970,58
14068,11
17022,52
2446,13
1783,26
20217,69
1787,28
24317,30
16129,116
17707,25
1797,7
27338,15
12042,70
21807,21
32527,14
5904,27
14097,32
18198,62
12056,34
22297,84
18203,14
28891,4
26399,69
18216,14
24540,45
6791,122
1838,35
22493,11
12080,38
22321,39
13063,14
24371,39
12084,3
10037,48
26426,17
12091,48
30524,95
10890,37
12095,22
20288,57
22339,46
16197,66
3911,31
23112,5
2517,33
7138,30
3918,38
23181,15
30545,69
32595,41
10068,23
28502,79
21885,17
32600,16
32601,2
5979,93
26460,16
1885,64
15329,7
5983,34
28512,2
22371,31
22375,4
8792,11
18748,25
16235,27
31037,31
24439,57
16250,7
22395,27
32746,53
1918,45
12161,42
28546,33
1926,35
18312,69
14217,22
10122,39
22411,50
26508,35
24462,21
3983,73
12176,25
22417,38
20370,47
11587,10
12183,12
16284,55
6047,71
24480,24
32673,56
11590,5
1350,28
12613,36
10151,26
1963,40
18348,33
24494,5
6064,31
26548,38
30366,43
30025,29
20468,15
24507,24
22462,26
13364,9
32705,22
8133,114
12230,45
28615,23
21440,23
18382,29
10191,52
14288,50
16337,40
22484,7
2009,52
11599,18
16348,31
12282,24
2015,16
2018,24
13297,7
20454,32
18407,4
13229,7
24554,28
14315,8
4079,81
18417,31
16371,41
4084,29
23892,18
26618,87
18429,25
28671,51
24580,28
24582,10
8201,91
6154,43
30735,20
2064,24
26641,55
10258,34
12307,50
12974,30
20505,24
2075,26
4127,97
30753,25
28706,44
16420,100
30759,30
12329,41
23559,44
7571,13
26669,44
5457,48
10287,15
22577,58
8242,58
12339,29
18486,46
4152,38
2107,29
14400,17
22593,29
2115,9
22984,81
14405,29
18502,42
24647,93
18504,14
20553,60
2123,18
12642,52
26702,72
28752,44
6226,67
2131,18
19470,52
18522,32
4188,31
6240,9
23568,11
25835,15
18531,15
24676,28
19814,54
18535,34
16488,42
27324,29
22167,30
24685,40
10353,48
4210,18
20499,58
14452,61
22648,59
121,24
30842,54
21907,6
28796,14
10367,5
25032,26
4801,43
10376,15
137,38
10378,14
4236,48
28814,6
4240,30
6756,105
10389,9
18586,56
22683,57
28829,21
16798,11
27,20
22692,13
18118,17
6310,62
10408,25
22697,9
8362,96
174,24
5149,44
12464,31
6326,32
2233,69
28859,14
10435,53
16580,78
4294,58
26823,86
14370,102
6354,25
12499,26
13007,33
4316,35
22749,48
20702,43
31991,5
30945,61
14562,65
10467,11
22759,44
8424,17
12521,10
18666,57
8428,20
26862,36
24815,85
14576,18
5160,29
24820,16
1065,50
2300,37
12541,11
12543,6
2306,36
14595,30
4822,75
28935,68
10967,91
28941,22
10510,33
6416,84
12561,31
20945,13
18708,19
26909,9
10526,26
11653,13
26331,19
20774,42
295,54
28970,44
26923,19
16434,31
28974,19
18735,46
31112,29
31026,4
2357,59
24890,25
27766,13
12607,59
4417,88
54,33
8520,65
30092,4
18763,22
24908,41
2381,45
23608,53
6483,74
13173,18
18777,13
7567,11
31068,15
31927,23
10592,52
31073,11
20834,29
26979,49
18795,15
19858,17
31087,12
20850,17
29043,29
22902,64
18808,8
377,31
22906,28
20862,4
13717,43
29057,8
4650,44
10628,32
6534,47
4487,46
20872,20
25324,6
27020,32
24973,54
4494,24
18831,28
14228,20
19864,20
20882,15
24979,14
16788,95
2453,33
29079,18
10648,23
18842,40
2459,26
8606,64
16799,5
10651,16
31140,25
20901,36
31142,11
3492,23
17138,9
14767,97
433,68
27058,37
29107,62
14772,7
25013,34
31160,15
6585,58
31162,9
16829,42
447,30
16832,7
8641,50
20933,21
8646,17
10696,54
2508,61
20941,25
27087,31
4560,83
4561,14
25048,31
31193,31
4570,19
6619,65
10717,27
31824,88
27107,24
16868,35
23013,22
2535,9
31208,27
4585,7
18922,92
10732,40
2541,27
14830,44
6640,45
14835,31
20980,32
17151,9
8701,55
10750,21
512,46
17835,27
20996,20
23047,72
25096,50
14857,48
8714,33
23051,20
10764,18
16911,48
10770,9
7257,55
25112,27
2586,36
10779,10
27164,74
541,30
773,29
2594,35
25128,24
31273,39
27178,32
560,30
5896,19
27059,5
8758,34
23490,15
16952,61
2619,26
8765,24
14913,46
1803,69
2629,12
14918,12
10823,38
10825,12
4682,33
31309,30
27214,25
12879,52
25699,52
31316,43
23479,12
23128,84
23129,61
19035,79
25180,33
8797,38
31575,5
2655,33
28432,58
12899,22
4708,31
21095,39
21199,42
4723,17
19060,24
25208,35
1453,10
21116,19
1130,36
4734,24
14976,55
31361,41
12932,26
27270,36
29319,52
17036,55
18298,20
27283,8
14998,33
21144,31
4761,39
19101,28
27296,14
29345,22
17862,26
15015,10
21160,28
24690,45
21166,14
17181,37
8881,55
27315,28
16003,39
27318,14
25274,46
8892,16
12989,9
31425,35
707,97
18690,29
15046,49
25287,10
31432,34
21193,46
4810,43
23671,18
27426,42
7629,32
29392,53
8914,14
25301,12
726,38
1145,9
17114,62
15482,7
15072,43
25313,33
25314,5
13435,44
17124,26
10981,9
6887,83
10364,11
13732,22
27372,24
10990,36
4935,13
759,36
25336,23
2809,68
31485,30
6910,50
2815,18
8962,64
13099,2
11012,20
13061,66
11018,5
25355,29
19214,60
8976,24
23318,143
29469,68
800,37
13089,19
8994,11
21099,3
8996,5
13096,13
28807,9
17144,10
4910,69
19249,21
25395,33
11060,40
17886,43
9016,33
26357,10
17888,48
6980,37
22578,13
6625,8
12428,30
23371,32
6988,11
2893,48
11086,40
27472,10
4946,29
6996,40
31573,56
9047,41
4952,24
13145,38
21338,68
15195,68
2908,17
2533,26
21442,11
25443,70
4964,17
28134,6
19303,11
19304,6
25449,28
2922,32
7022,45
21360,23
15217,7
12094,28
7031,12
2280,35
27519,8
23429,76
13328,36
11073,13
19337,3
29579,41
909,44
31630,41
3565,45
6236,17
25129,18
20291,24
5012,32
917,13
13209,45
15259,38
9116,4
11167,53
30105,30
11170,15
20635,66
9124,15
17320,19
23367,42
940,21
18589,39
23472,20
13233,28
13234,11
19383,40
5051,25
21438,54
13248,17
31682,33
968,24
5066,20
27596,44
15312,44
9169,32
21459,20
25556,93
11221,32
21462,13
17368,64
11225,35
18255,7
989,46
29662,58
3237,29
9184,20
23523,12
166,16
7143,42
27624,26
31721,50
13291,40
2898,11
29678,19
3581,5
1011,49
29685,20
21494,44
28841,8
19333,10
3067,73
15358,37
19285,28
12800,98
7170,39
5291,9
27652,14
29702,8
30654,17
19628,17
29706,5
29527,42
17422,61
17423,17
7184,24
10072,17
9235,58
29716,19
3649,16
7192,6
7193,13
27823,17
15388,23
25629,66
25630,8
11296,83
9250,17
11299,33
3108,19
17448,43
21545,47
9263,27
3121,11
19506,54
7223,22
29752,27
17466,36
10538,21
23612,5
19517,25
12811,18
7237,25
7265,20
21579,23
25677,52
23632,27
3154,11
31587,16
3158,18
19544,39
15449,39
11354,79
5214,14
23649,27
29795,43
5221,40
13841,38
29801,7
7274,42
15467,22
19564,48
19565,34
13424,93
27761,53
3190,50
9335,50
15481,17
9108,26
29819,27
27498,17
32022,29
29827,21
19525,8
21647,56
31888,76
1169,41
1561,23
31899,29
2426,26
15656,9
17568,89
5282,30
19621,36
9382,48
17575,9
5288,19
12828,14
8391,20
3244,17
7343,44
17591,49
20340,44
23739,43
29884,34
17599,54
31936,14
23745,23
22390,30
11464,83
13066,7
7371,16
1912,5
1473,28
19669,28
25821,50
25823,4
11490,32
29928,24
21738,79
19691,21
18642,59
3311,27
7410,58
31989,21
8745,27
13560,58
25850,30
1277,53
29950,38
15573,45
29956,26
27912,29
5387,11
27916,4
18524,25
19729,31
7442,38
19732,11
9494,77
25882,23
7452,22
13598,39
15647,70
5411,20
21048,33
32040,20
27946,17
17710,34
5341,37
15666,16
9523,28
23860,97
15670,15
30009,52
17722,26
11024,13
10274,21
23876,23
1349,67
25931,10
10466,16
15694,9
7503,48
3409,46
3410,20
25940,28
17294,62
13656,30
15706,20
9786,52
5473,28
25373,28
571,24
13003,28
19815,8
26915,8
18459,59
28017,44
23922,31
32117,65
30070,41
17300,39
7546,58
11644,98
7550,5
28224,19
24870,18
15749,30
7559,11
25992,46
19852,27
5357,13
21904,87
23954,62
3475,45
11668,30
17813,43
7576,12
26009,42
30106,7
2287,16
23965,24
26014,12
25157,41
27667,23
3489,13
28068,46
28069,8
15783,44
26027,44
1452,99
21933,17
11694,43
17841,21
7602,24
21941,19
15801,36
28091,22
4686,11
28096,14
21953,21
4606,19
30283,8
30150,47
15817,27
5367,9
19916,53
1485,24
24014,85
7632,23
31992,12
13779,19
29262,86
9256,16
24025,28
30174,42
28127,23
9696,107
21990,45
9703,5
15667,6
28139,7
24045,28
27465,13
10512,6
13810,48
13812,19
1529,21
3580,11
25024,13
5630,34
19968,50
28162,11
5635,1
11781,104
5640,8
28588,50
32267,59
19980,42
24077,29
10840,27
9748,38
3607,26
24089,29
32172,48
3614,11
20741,18
28194,26
13859,13
5669,31
7730,115
5684,30
1589,28
13878,9
3639,12
11832,89
20026,69
21167,9
17984,47
30273,58
17986,6
6259,24
9798,7
15947,82
9805,5
9806,3
1615,56
7760,49
26193,104
30290,61
8462,33
3672,19
15961,16
15973,7
18704,13
18022,32
9830,15
15978,8
13934,34
7791,40
7794,21
13939,21
26228,28
28277,32
24182,57
28279,11
26900,38
32379,94
16013,33
22147,92
17686,46
18369,37
1677,52
7076,19
13969,33
28308,10
13974,30
20119,70
18076,36
13882,10
5793,31
26274,27
6535,31
28328,42
11548,50
10636,11
18094,22
9904,47
7112,27
1714,37
22197,16
9911,41
5581,70
26299,9
22204,7
5822,27
26308,2
11973,78
26310,9
11977,42
18122,12
22219,21
32460,54
