Node,Load of node by requests
14998,6
21144,9
29337,14
23201,6
17060,14
19110,16
10923,16
12979,12
2742,17
4798,17
6856,8
29388,36
19163,7
15073,6
19173,5
27372,10
17134,8
21234,12
27381,7
21239,9
2811,15
4871,11
25358,8
21271,2
11035,6
21285,6
20273,5
8668,14
9003,20
21981,3
15154,6
31540,9
6965,6
23351,41
19257,28
6979,5
9040,9
21329,8
850,44
13154,4
17256,5
31593,2
9072,8
11126,20
888,13
31610,9
30186,2
2944,32
31468,13
902,9
13191,2
15247,9
21394,9
19349,13
17304,32
11164,22
5021,4
17310,6
13219,1
7077,8
11182,3
7093,9
25526,28
5047,16
7096,4
9147,14
15298,13
11205,8
7111,7
17359,8
13264,13
29651,38
31701,19
19414,23
990,7
11088,6
3046,6
13288,8
21482,15
15347,7
7157,4
5114,16
29695,14
1033,10
11275,2
27662,11
9233,6
1043,7
21526,11
3100,2
29727,6
19488,8
9260,11
13358,9
25649,5
11318,21
27704,9
3138,20
23623,15
1096,7
7244,7
15445,11
1117,15
21611,2
5229,17
14525,18
19304,13
17522,23
11388,10
11798,7
7302,9
9352,17
27786,8
31886,23
25744,5
23697,6
25747,2
21653,7
3223,12
27803,8
29859,13
25798,5
15529,26
5299,8
3256,17
1213,12
11455,14
31936,8
17606,20
9428,14
19671,15
17628,4
13536,15
29921,9
25826,5
27879,14
27886,7
5362,21
9460,11
4992,24
10454,9
27914,11
19727,8
9493,20
32644,11
7450,6
11547,47
9502,7
11555,2
19754,18
23851,16
11567,2
17715,13
32052,19
25915,16
11585,6
1347,9
15684,33
30022,13
27975,7
11592,7
7507,28
23894,4
12175,9
9786,9
3425,38
25955,5
21861,8
17766,24
3431,7
30062,7
11632,15
5491,27
23926,12
9591,7
15751,12
11656,6
7562,25
17803,14
26001,13
13715,37
32150,33
30118,14
19880,30
7410,14
3504,15
22894,13
1464,4
26045,4
9668,6
28282,5
15815,16
21411,1
26070,7
24026,18
3549,16
11742,9
9695,12
28130,5
26083,7
14590,7
31313,7
5610,28
30943,4
30196,2
4350,9
17911,24
1532,9
7678,35
13827,17
13833,6
32266,17
21192,5
1550,4
15894,7
26139,22
28194,15
11812,9
20007,15
13866,5
30252,8
17966,9
20017,9
1588,7
24122,25
7776,7
28228,7
3653,29
22088,25
24139,6
5710,9
26195,5
30294,11
15965,12
1418,21
32352,7
3003,7
1636,5
30310,8
31336,13
11890,6
9848,3
32378,18
18046,9
20095,18
30338,14
1674,14
3723,7
20118,8
32026,11
5794,6
7849,31
18093,5
17011,6
18101,8
5815,11
20159,5
24261,36
11980,3
28365,12
9947,8
22237,14
24287,7
18145,9
16100,8
28396,22
12015,22
32499,35
30453,7
27605,7
24321,3
30467,9
23510,21
20235,19
12044,16
3855,10
14100,1
30500,16
28454,15
10024,20
26409,15
3889,17
32565,15
9524,9
30523,10
22332,13
1855,6
5955,16
24388,16
28488,1
26443,12
16212,2
3926,7
21819,5
26471,3
20328,3
8042,42
10091,3
14188,17
18293,14
8058,6
22402,8
6020,23
3974,5
28551,18
30607,18
22417,8
10132,7
8089,17
24474,10
30655,8
4032,10
14274,9
22468,5
26567,18
20471,10
28620,19
16335,11
22488,6
24538,2
12252,5
4065,9
31398,4
26600,10
30702,4
28329,9
18425,9
28671,15
20483,14
17409,9
24587,17
14350,8
4113,7
10261,31
2072,16
26655,5
18466,16
2084,7
30757,2
24241,5
14384,8
49,14
24638,9
16454,2
28749,8
8271,19
2129,8
22610,24
4180,10
26709,2
20567,13
28764,13
9073,33
16480,4
6241,32
30818,8
29030,48
105,2
26733,9
10350,29
14450,1
14456,8
2169,7
20602,5
4221,14
16515,20
18571,6
17091,7
18580,9
22894,6
6294,21
26780,5
28829,7
30878,21
6512,5
13339,4
22694,4
8359,8
2228,23
28855,8
10424,19
14521,2
24765,18
12486,29
12488,8
28875,8
26831,22
18656,14
28903,9
12522,5
5501,41
2288,9
24818,15
8437,14
11465,13
4347,28
12543,5
28938,21
12556,8
270,8
30992,11
22802,9
4371,6
12564,3
18717,10
20768,40
16675,14
24870,7
28976,16
12594,15
14643,23
12000,14
10571,26
6476,23
31055,21
26962,37
12627,6
24916,9
8533,6
24918,9
351,20
14694,9
2409,4
31082,14
366,6
4464,7
24953,8
31099,9
27006,9
31126,17
4494,9
20880,3
22930,5
8598,11
29084,11
22947,6
20902,3
18860,2
10673,18
12722,3
20923,13
4541,6
14783,8
453,11
459,7
31139,5
25046,9
29144,5
6618,14
484,7
14821,10
27112,13
8682,16
1106,6
20999,21
6669,5
19885,12
2578,6
8730,13
29213,3
6686,9
23071,4
2594,7
15451,1
12842,42
27179,18
10796,17
29106,7
4658,18
18996,36
23106,7
98,5
8782,12
25172,28
12886,8
29279,8
14949,7
2664,6
21098,10
4717,12
19054,4
627,20
31351,17
639,9
14977,4
17027,32
8837,32
24685,16
23187,9
7961,20
2713,8
29348,10
4773,9
19111,1
21161,14
27308,26
25266,8
6837,26
27322,3
19133,2
8896,31
15043,9
2761,11
10957,8
29390,21
4819,8
21211,10
27362,11
739,13
19173,8
22653,5
21234,9
31477,7
19199,8
29440,7
15147,39
6916,12
25350,16
13063,10
2828,15
23318,13
791,5
27416,6
23326,7
11046,22
17195,16
13103,8
21301,7
31542,16
19258,11
21311,1
27466,17
2897,7
25431,7
27480,14
13796,4
25437,6
15201,24
13156,26
27493,6
7014,20
4969,9
22333,7
19312,23
7025,11
11130,26
13179,9
29565,32
29574,6
17289,9
21391,27
27540,13
25495,8
31644,14
29600,1
15269,18
11174,6
27562,8
25520,8
5044,17
27583,3
9167,1
21460,20
27609,17
11229,18
5086,7
23519,42
13283,22
17387,2
1014,14
31738,29
15355,13
19457,31
27652,3
29706,24
21520,9
29714,9
21528,8
11290,6
1051,9
13343,6
15392,7
25633,16
17442,8
7207,9
29736,7
9258,8
3116,6
19502,10
5167,13
17456,9
1075,3
31796,7
11327,15
27730,6
13395,6
19547,10
11356,2
3172,9
7269,9
25703,12
21609,3
27754,8
22035,11
31861,10
27772,17
17539,5
9352,4
23689,9
11402,17
9361,7
22382,1
21662,3
5279,8
9378,1
25763,14
31908,10
19622,9
17265,31
11432,3
29871,7
24522,3
31945,8
24095,21
13505,15
9410,22
15557,4
23750,19
25800,17
1225,7
21708,4
5666,5
5338,14
21724,4
25835,22
19692,17
23792,8
29942,26
17656,16
9471,17
3336,20
32013,13
19726,7
7439,36
23831,13
15644,4
17699,6
9508,9
27942,11
19757,3
19763,1
3386,17
32061,13
27967,7
11585,33
1591,8
7509,8
23894,40
1367,8
11613,9
17758,4
25953,9
32105,18
13678,9
19829,6
26858,8
30079,39
7554,4
23941,5
28039,10
25999,5
3473,4
11674,9
31984,7
13732,17
9643,8
14578,8
22773,15
26051,8
1483,17
14925,4
28112,1
21970,15
15831,18
21987,1
24036,9
17893,8
7654,16
5612,18
11760,6
596,7
9722,8
26109,6
28163,13
13843,11
15892,16
17941,5
30236,56
32287,19
3618,20
20006,2
22064,5
23816,7
3639,8
22077,7
11848,6
13897,8
15949,17
1294,7
28247,6
9818,7
18012,7
11869,9
1632,3
28266,4
13940,3
22133,9
24188,11
1663,6
7808,38
21783,15
9868,2
5773,15
26258,18
30363,10
20127,12
11942,13
3755,9
32513,4
18093,8
28335,13
9905,5
30387,9
5816,12
1725,8
22206,18
32449,23
18121,7
2339,12
18139,3
30428,10
22239,10
3808,16
5857,16
1774,9
22264,8
12025,9
28417,25
16133,16
9992,4
1801,11
20236,11
30478,9
5904,12
10005,4
3863,1
22297,5
14107,9
18230,37
3895,24
9183,4
14141,11
28478,7
27749,8
26436,10
30690,4
8014,24
3043,23
16212,10
22364,19
1887,8
5985,8
32621,15
3950,10
30578,27
3955,8
22394,3
20365,30
24469,36
10140,10
6045,13
26538,5
32683,32
8122,19
24510,19
14273,18
1986,18
6088,17
22474,17
30667,9
12238,23
8143,3
28624,47
22488,6
8162,4
20452,11
26604,4
4078,16
2035,8
20470,7
4087,7
30712,15
28668,1
