Node,Load of node by messages routed
56629099707326872099998973522433752618889518531,6702
123595802062137659260183562551030440583997531096,3873
1352896191189899332376399230663102381638553750947,1753
767284701211870299325671664849624582795677467716,1890
1057665859003687772415780756879880668536191869554,4064
120604377482120333813725112849578700842404175258,1846
1453888004158786381669400439413085891386179621847,2780
857773480431308035020521147131611071166501320653,1364
890442695333249837713361202703915358886693009391,1125
87869561743782541335282289561071313374304966047,2286
1360630393601385962642761389121328427200157097463,8994
626830202312046533252850745276940650152499273025,5685
289288774334769608012957482014799774178020080439,5065
274842178236971425567651623854601840988491480443,1040
280552078384979121157782657907260874480444136738,730
1148406527405432948882013444797888465629532877016,6592
1199517021633756412101402685288102864170443767795,3308
859879789987495037349483296148751147193143035867,5004
69152507175568232254202219732592368672549331372,2283
1032602274888485480277930951338121035201762056507,2503
282507875772510243623928316900564017204735405940,1667
182753745416116008693427262551948203876989632737,4700
328198855615683518753287633379587580041968830093,4582
223751760459348408074759728008160743012169776058,1036
1055921129852410473046174218501970360803738970802,2109
544042917891140825834099547540844002939913459171,2572
1321162497866116583968606504123663262646318330163,4335
812343921722170074055800078395517031512054388716,8985
531934695258564379871868765629957162752141784230,4873
970522596760345410556745299442106323334593475053,3444
695094919795639532748667494431248628706914233309,2335
1267263304338866781117421489512270563865501380752,3595
1000357209116577448947043177153959111363280134050,1162
1286754402129927650413153137039223636227418706197,4878
229187299221607408334292652125214252659279882477,1696
116146583786582391556170925720850649559081548352,1555
88701816706061860967873890221991273077607862683,3466
684326106043194971164854408686171761181815488633,3611
804977594230625445321547084940210182169109969327,12647
1152592809442306556481399950408257937967032563587,4212
1231654396741308245065754629657219950956348363064,2671
958737103854167664661942199140741068741665618414,3423
495583985086564952607105285178549806917912245247,2469
326533931298441376462776563519549975730567245968,8209
589629781261800066775811141063651128784987272683,5139
304309749881222207688635859604547176442851557070,3853
1409192721670294501100867767899624423819100770422,2861
608279297441748352023125649248892187563261213077,2340
395932477999234409299677396314655197808406996260,3740
1431553081131136827096788614204812066319356094632,1706
594666280804090958626729221196534954875451768586,5056
1129281019488423907518023866963549973575749128984,1558
57662533488970073758980050910710347147300720619,3087
68681620788035516975667020940555160317131171587,5708
169422715547672649944069116742595356932898200119,9534
999030244251349475761441819600873803561656635062,1185
1159399352995186632709355266694160999770274446718,1255
931108692420736461733826599442432431211916674141,6547
525349123248890657317945184238998527341594484824,3238
968685623743123709877482262065197947828656281891,6516
26033180052541758771796988040033977578565019238,2662
1337232422069234365937179485445717114902629174229,1127
333965867118360985536766562729706507523915467718,6239
202093396028206270716771394758419516000400582414,4936
1428848170365310979251072784401773688710371720994,1941
976961728952337849535072831836020140691542828517,4320
1141807928417531693628415288655818812136145663370,1363
383797735707473122062108980615870415731993190768,6985
871808497104789011640800395904691761855073123116,1213
426988898382265304103354673382505009832735680261,2215
1150918526187327318507745621730485708864421231227,2190
219054967175659747498791968104057485817790493196,3032
467305894663990488660246564209471026150388269971,2714
587870173914247758857904075794618198472121591067,2133
609935656824641555211723844434633146886742072851,5227
871651348926819193283640244192536585014066329123,671
379315678295806881818152047171251108094162747973,3189
217468339356567688433850636271433267153173011216,1007
357789950176395231952755657080854686695422642836,6538
1179822076738469721620898098455973450864746378072,736
620519858149924074336895253362845580129301785625,2036
1188020745127834180774450413766284582372556271701,1818
620772486770794975362384560805926956598280320848,2308
1135346467714048405301249889360689545278433194599,953
932595590631362475845200058549486480108290349460,4143
781924485567155935481112674398100040715286230579,2989
653910800217541653854348455352908132599714359036,1627
1353726267043108151029130504836834463458773091639,2638
1160310765019722004013510151119352027799257931369,4012
886798676963721840137731282836640072708006580176,3026
244586233675884197532804072948802344031546910908,2664
1150275589951932796981602311481038361979871656294,4832
1184044231884999838756758859033069045226815544687,2628
1253595723286965346146670481593721624199585676863,6191
753855097389677796672333409895114613731783142638,2242
126342874868727044162153266442660405398364303200,6257
867722875538234743715348915781546446327649477448,1426
1287777910138602227602551738687766258658330745204,2266
265994184124456653023737912621821136788387484402,814
636229599289297491032139975494432996471736362601,3061
331301176274078403048381046406241125978869152331,3805
1283181433560767635820521181727277274262916955227,2630
437527371927646811394174239338618748155032999405,1738
1240934934170667677911335242529839024768966400580,2901
845590230203558216123405079020667742785659739828,9388
112434388996515190701712827388928146172610055724,7404
372126886065969564402742688343433178642527738681,2659
176662810673734641986414501541529381066446487032,4722
1140757512773776925630111476313219729025858508168,734
54139293663165103507283180131132448508076411805,1584
1159523240576968190521770736916998010723384474220,1196
265284671251119207116632584539143593398204942618,3071
510813863006671017106090911623503130770689983768,11134
761408394735343566913274173316392821638440622169,1317
1356597420957266834928599395605639435670439428722,5122
1298230891293584351866999936070533006050990017795,2638
1336724311296880591244892774509132881984107280087,2404
1423124390997190303555938723180005833790478329087,3370
1356322171888360104569054220974340651639140522105,1921
230006522448610778264666556229228640680996869269,2090
