Node,Load of node by requests
28907,43
2292,93
18677,91
8439,90
10488,99
12538,128
24827,95
2432,29
26882,141
28931,58
24836,2
10502,37
265,117
10509,6
30765,66
28947,24
8470,61
26904,7
20762,180
2331,36
20765,8
17672,6
31007,125
8193,40
16677,128
26920,40
16682,7
28973,37
6449,115
2354,52
26932,8
26334,23
16696,36
315,17
31037,56
31038,9
22852,222
20807,120
24905,56
12618,132
31051,7
22863,23
14392,13
12626,4
8531,124
12628,7
2391,107
29881,26
10587,137
31069,7
12638,7
31120,14
14690,176
10595,23
18788,210
6501,52
16743,44
27367,148
24942,66
26993,133
2418,35
1427,2
29046,29
26345,7
6520,36
9560,60
22915,54
5332,31
27014,52
2442,14
12695,85
25109,23
31117,61
8590,70
10640,90
4503,343
18840,118
18159,8
8605,45
10654,23
14758,119
12711,17
31145,56
31150,6
15773,60
6576,91
8625,31
29202,14
22963,99
438,217
24649,48
20920,127
10681,43
29117,138
8639,22
16832,106
12737,34
25027,159
29124,26
10694,13
25033,4
16843,28
20940,21
12750,22
7245,97
6608,39
22993,38
29138,1
14803,79
26271,230
2525,178
25862,23
31205,103
6630,39
487,44
20970,47
29163,49
20974,9
21130,9
27126,199
16889,42
6911,40
509,28
10750,107
4608,157
18947,188
18948,2
10758,15
29192,45
27500,22
23050,146
1111,39
4621,7
2574,45
23640,56
16914,31
12819,50
8724,78
27157,55
154,15
27159,17
14875,28
28319,18
25117,22
6691,71
8338,11
2141,27
29233,54
10983,24
6711,28
14907,26
572,84
19006,47
16960,68
29250,12
19011,12
6724,34
16968,5
10828,98
14928,50
16977,6
19026,18
29267,56
23124,113
16984,30
7268,88
25178,118
29277,15
4041,13
8799,124
2661,156
4715,26
2671,6
8816,30
23153,78
4724,39
8821,5
9773,8
31363,244
21124,326
15126,46
646,136
29320,64
650,5
27277,18
657,19
3227,13
8853,77
3159,55
10908,119
24346,2
12959,223
27296,12
673,26
31394,21
17059,98
10916,22
6842,4
29483,56
17070,36
688,17
2741,16
4790,134
6839,177
25273,153
15034,156
29373,91
25279,10
2753,14
19139,205
31429,63
29382,21
13028,24
6862,42
16362,9
4817,53
725,71
2779,66
13020,74
22650,267
10974,67
17122,80
15075,61
740,36
13094,10
31463,86
31464,4
25321,84
6890,53
7458,20
19180,88
23280,294
8945,138
29427,64
27386,18
29823,32
15102,51
2815,44
5931,27
25349,15
24705,80
29452,10
25358,13
1837,35
31505,87
2834,52
13076,51
13078,17
23320,93
22660,9
17178,104
27422,42
13087,17
5073,12
2851,50
17188,5
8997,56
19238,91
25442,37
6955,71
11054,144
5960,51
4913,165
818,54
2869,9
5257,65
25404,71
6965,21
13122,74
31557,94
23692,9
15179,48
2893,66
25422,54
15183,5
17232,81
20555,82
29523,61
22260,145
21338,359
13147,39
7006,58
21343,3
4961,58
866,58
31206,8
7015,9
11112,121
9066,93
19308,60
877,11
16189,11
9078,8
27511,32
23419,180
2538,43
25471,37
6635,7
19602,43
4999,59
29578,87
25126,17
11148,83
15246,111
21401,75
24047,51
29596,7
13213,126
25502,63
7075,75
11172,58
17323,49
31660,56
7085,22
21422,40
8349,19
10056,49
29617,50
13234,36
30203,91
5051,72
3004,173
13245,31
17345,43
30539,36
17349,7
27591,134
977,47
13267,56
31566,19
25558,80
985,6
21467,119
15326,94
13279,18
17377,57
11234,107
9723,81
9191,179
19432,257
13290,25
19435,11
9199,1
13297,21
11250,53
12798,120
23543,215
29689,119
7162,39
23547,23
3239,5
31063,30
15363,63
23556,9
9221,42
27654,43
23559,6
11272,38
5130,134
1036,83
3087,120
27664,9
9233,5
19474,60
14851,54
23574,27
12121,13
7193,34
29722,24
21531,89
9245,23
23728,73
3106,24
25639,90
32360,80
1066,98
23595,26
25646,9
9265,51
1075,22
31797,252
23698,5
19513,78
11327,87
3138,20
27489,30
3146,12
22882,58
26701,13
21583,111
9297,62
5207,131
17496,102
11354,53
24079,35
28952,13
19552,5
5220,39
15461,184
25702,78
29799,122
7272,11
9325,26
13501,8
7281,6
23838,42
23667,75
24766,84
8085,17
9338,27
5311,1
14186,9
19583,42
1154,39
31878,149
3209,100
23690,27
21644,99
25453,21
17552,89
3608,8
15506,99
17555,8
9367,67
31898,21
29851,54
17564,22
9373,8
185,8
12827,30
3236,7
30577,34
7337,119
11436,192
27821,284
17582,35
18973,41
19632,81
13497,391
5309,54
21695,34
27842,21
7369,70
21706,21
31947,60
11683,4
19663,36
12835,16
25812,245
3286,113
7384,48
25817,2
25822,9
24784,3
9766,99
19689,45
11499,96
13548,47
23789,99
5293,100
19546,52
25846,33
7415,59
9465,8
25343,39
5376,28
8064,23
7426,18
19716,34
29957,165
17670,152
23816,52
15625,219
17674,8
1293,306
25871,18
9490,33
15635,17
7447,56
15646,42
21794,169
17700,34
29990,22
25895,44
9514,49
17287,91
32044,159
25903,18
23856,13
19762,79
3380,152
23862,1
1336,45
17722,26
27966,39
15679,70
5440,102
30019,83
7492,43
11589,72
32072,11
7052,37
21834,19
3404,59
19790,23
5456,6
15697,46
15700,5
31630,171
30038,38
25944,70
13658,164
19807,44
25954,24
30054,45
3433,24
7533,85
13680,59
21874,64
11636,68
15737,97
3451,32
6116,11
28565,13
3458,20
3461,9
5510,116
30088,69
1420,150
2093,4
1422,17
5357,63
9617,160
4675,77
5017,57
3484,23
11677,51
17822,226
6043,33
7588,90
28070,159
5361,4
28078,18
11695,20
9648,56
15795,37
17845,21
27395,31
7609,52
30139,74
28093,51
13759,112
19914,235
9463,141
28111,24
20387,275
3540,107
15829,58
24022,246
15871,28
21978,218
27601,15
31079,12
28582,19
29593,11
19951,70
28145,39
5618,130
15864,62
3579,77
17509,14
13824,94
17921,139
22019,40
940,95
32266,391
3595,57
32269,15
7695,77
15888,5
30226,31
28180,70
7144,63
24086,15
13848,80
17945,22
30236,8
7709,12
13856,19
11809,148
6406,52
1574,245
11815,20
32297,51
15282,36
26161,303
32307,30
9780,9
24123,62
15932,80
30270,34
747,6
9800,31
1610,77
30283,26
15950,32
11856,89
15955,6
22100,82
30296,20
28249,147
13914,132
20066,138
13927,5
24168,67
24173,1
7792,138
15985,85
22135,71
30328,62
21673,43
15995,20
29244,10
28289,64
1667,109
3719,219
7816,30
13961,55
2306,8
1676,15
13967,6
18065,233
13972,5
30358,18
9880,100
22169,44
13980,28
24858,39
16031,67
1697,41
27471,60
13988,33
4703,14
30376,55
30378,6
13995,17
11948,5
7854,17
1713,21
24243,43
16052,28
11957,39
30665,24
5822,371
32449,139
18114,46
32451,10
14022,7
26362,8
16074,37
1740,40
27938,237
7886,76
16080,20
26324,11
25086,62
18138,65
9947,18
16092,3
30430,101
32483,53
7911,49
20200,222
24297,105
8146,12
18158,71
5871,85
14064,78
24305,19
26354,10
30452,39
18168,36
3834,235
24315,42
1789,132
28415,142
20226,26
30468,25
7942,37
7809,20
16138,96
32524,42
16141,5
13269,9
6675,94
16150,17
28439,51
24344,55
14105,83
5914,56
7963,17
10015,82
1824,91
3875,80
27270,263
7974,21
26929,13
25566,4
22313,34
32555,82
306,83
22321,12
16179,62
12085,219
32568,22
30524,98
7997,49
31227,37
3907,97
24388,40
18245,136
16199,6
12104,32
28300,21
14154,95
26443,138
3923,25
1876,66
10071,8
26457,20
30554,6
8030,57
10081,12
14178,31
32612,68
14183,6
28522,167
32620,11
26479,41
25576,36
24434,65
8051,62
14196,27
21822,68
9679,54
8056,15
32635,28
18301,54
16256,151
12161,78
24452,36
8069,4
28554,71
28556,2
6029,172
31366,5
18413,27
14224,46
18323,41
30702,38
18073,8
1946,88
18331,24
3996,102
8094,13
4000,16
26531,78
24486,102
20391,17
20394,8
10157,120
26544,51
18358,79
24504,46
32697,88
20410,26
30651,131
18364,6
18274,43
8126,38
16160,3
14272,43
6082,113
4037,77
8134,4
10185,77
1996,118
24525,25
32722,49
2723,110
16341,125
25593,7
31396,7
16346,9
6107,64
4063,33
20450,79
18404,78
16359,20
24552,46
22506,322
16039,25
26604,99
22054,59
8174,23
14319,69
11944,124
26612,18
8181,19
20470,36
7842,39
20473,6
28666,185
18429,15
30724,39
11,105
22540,69
22542,9
685,9
26640,47
4113,47
4119,17
18457,186
14363,38
30,33
10273,10
11263,50
30280,65
30762,72
10284,32
2093,95
26671,60
19806,138
2740,23
14394,61
28731,16
10300,24
10845,17
9909,94
8203,73
12356,168
14405,21
2118,79
26696,82
7180,111
4171,104
6220,185
30797,73
10319,18
18514,23
16467,221
4180,3
3086,24
18518,6
26711,32
12376,75
4193,15
16482,25
30825,47
4203,19
30832,25
28785,106
14450,16
18548,58
24694,199
4217,30
24700,10
22654,66
28800,7
18561,3
20612,246
28809,7
10263,56
14462,7
31085,92
2192,130
145,84
14483,24
18580,10
16538,89
8347,135
2204,14
6303,152
23920,6
20644,52
6309,5
16550,15
18602,21
8365,14
17437,16
30898,145
22707,88
6324,17
2229,47
8374,13
6327,5
28856,107
6329,2
12474,84
24764,124
8381,29
32117,59
20675,56
2244,25
14369,9
4296,142
29047,36
205,15
28878,47
207,5
13688,11
22716,14
28884,17
5258,53
16602,70
24798,55
18128,64
30947,59
22757,72
20713,71
4333,60
16623,57
12528,92
30964,27
1065,72
28920,38
24828,49
16637,1
254,92
30977,13
14594,158
16580,15
21889,82
25241,9
28719,69
18700,128
20749,84
2318,91
22799,72
4369,96
8466,27
22804,15
6422,192
10628,50
24858,21
19503,15
2333,19
20766,57
24965,21
12576,79
27696,29
31110,27
2343,16
2346,2
31019,69
23602,29
7375,86
31028,7
26334,7
16694,155
10551,344
31994,38
28987,87
8508,30
4419,36
20804,40
31045,27
14663,66
20809,8
2381,29
8527,6
20816,9
30436,16
4442,12
22880,109
14689,70
29028,71
10597,98
26982,541
2413,74
24942,135
29950,8
375,203
12666,117
16763,134
5059,53
27029,95
20865,80
386,4
18155,42
8580,127
29061,6
2438,65
17815,8
20881,27
14741,86
31129,12
24985,22
6555,324
14748,5
16799,26
27041,28
22939,100
18853,286
26201,59
12715,50
432,52
8626,81
18869,23
29111,106
18872,8
25019,84
16828,72
27070,81
17141,4
448,42
9632,64
16834,16
16842,9
2507,91
27090,15
10709,28
470,34
8953,103
1786,100
29151,68
20960,106
20965,6
10727,41
29160,21
493,25
16878,99
30227,22
18929,112
21587,7
26722,15
14837,114
2551,73
10744,17
25088,90
17152,14
520,51
31241,28
25687,1
18956,29
16910,48
8719,187
21008,126
22616,142
28078,18
21014,12
20271,13
15109,42
27168,176
10672,46
10786,90
8742,44
6696,284
18986,31
12843,169
2604,127
12089,32
23087,284
31286,96
14906,31
12861,54
21055,74
18500,40
2627,42
19014,81
1121,73
21066,27
12727,13
18705,10
14434,64
2638,7
10832,66
6737,59
25934,69
2647,4
4697,468
27229,126
23995,169
19044,43
3362,19
17006,81
27250,20
2676,35
4726,66
8824,30
4731,16
5909,86
31360,74
8836,15
6791,71
23176,56
16934,33
25229,268
21135,104
12944,124
23140,94
23186,9
29334,377
10903,66
664,241
8857,29
4767,66
2720,88
9328,143
21156,32
113,78
13457,13
29353,16
31402,92
19115,82
21165,30
15023,208
12979,63
31412,29
23,3
31417,11
8892,68
27082,23
27328,144
5201,37
2762,15
4811,41
25294,118
25305,20
31450,43
13671,17
17118,131
737,69
29352,5
27367,38
25322,38
10987,127
2799,56
6896,191
19186,152
27235,12
6901,6
31478,69
2809,32
15098,151
17147,3
25344,84
13059,151
2821,24
17158,33
775,81
9004,12
21259,130
31502,22
11023,63
29459,103
4884,124
21271,16
27419,117
11036,5
21849,5
8993,60
27428,10
8998,9
2855,77
11051,25
29484,51
11053,3
18610,3
11944,58
6962,125
31541,45
25403,120
19260,147
27453,55
25407,8
21312,100
17136,19
17895,57
841,115
21322,23
22327,10
13135,189
27472,17
5262,6
2903,84
4954,73
865,61
29539,76
19301,74
25447,63
2921,8
9067,49
17260,158
11069,17
13169,66
31602,20
12435,97
7029,156
11127,85
15224,172
28479,12
15228,7
7658,28
21443,58
21653,36
23426,360
11623,48
901,67
23438,13
5008,16
7060,54
17301,47
5018,21
21403,193
28485,24
27554,95
17315,8
935,20
2986,103
17565,75
25520,121
29619,83
11190,38
9033,40
19956,5
2207,4
956,46
18250,29
29631,7
9152,69
25539,30
21446,6
21991,77
5064,11
7119,102
27600,70
7121,5
15315,195
5077,26
25558,31
23902,9
5085,21
11230,58
23521,195
13282,194
31720,177
13291,12
1005,153
13297,17
23540,37
1534,17
11254,14
9207,81
27644,60
19454,338
21503,104
21506,5
1027,62
15368,111
9228,42
31758,68
15380,13
23574,80
17431,229
13340,78
5149,101
3103,44
11296,52
27684,95
9253,47
23590,31
29737,183
7210,26
19499,78
25645,187
11310,9
5167,40
31792,65
13362,35
7219,42
30110,75
19511,30
16564,28
29756,22
1087,10
27719,27
25677,40
27727,5
21585,198
867,7
23637,35
7255,43
31834,61
3169,81
17509,162
5224,39
21609,51
31591,65
29805,86
13422,96
19568,95
7282,34
8494,39
9333,3
27766,78
4969,35
31864,76
31865,5
191,68
21629,30
14291,27
19583,2
15488,186
25730,97
11397,148
1158,97
28817,20
13450,17
1163,21
5260,8
27789,65
31882,20
9361,65
11413,7
5273,25
13467,4
3228,109
11802,7
3062,142
7330,149
15523,32
31909,48
25681,21
2929,23
29864,52
19627,65
13484,12
15538,33
1205,80
1211,10
2933,8
17601,41
19651,20
3268,150
9415,55
25800,136
15562,22
13515,62
21709,80
27855,162
1181,44
23765,253
29910,58
1231,45
9438,37
28197,26
31968,90
19683,70
17636,46
5349,131
9447,9
29929,37
5355,7
5363,7
29940,11
25847,79
27896,76
19706,64
15612,68
27178,17
1278,84
23810,48
11524,146
3333,131
32011,11
19724,19
11537,37
32020,16
21781,120
3356,18
8410,37
29573,67
13600,161
25890,108
7461,183
5414,54
26503,88
29996,72
3374,22
16264,7
15666,115
3387,7
9536,167
7490,62
30020,32
30023,8
11592,55
21834,90
17739,136
12284,5
32078,154
15705,67
23900,100
5470,68
19581,21
7520,34
7739,59
28007,191
23912,15
31975,3
3439,63
1392,166
25969,29
1395,3
30068,20
15733,35
19832,62
9594,65
23933,40
11648,42
20032,27
17794,96
3462,30
13704,28
3465,23
21898,9
21899,4
17804,25
15760,55
13662,88
24473,128
922,27
3486,33
15775,21
32160,64
30114,9
12187,4
28073,116
7596,106
26029,118
21934,28
3503,49
1457,106
17651,22
5562,149
19899,102
11713,111
5572,16
17864,82
28106,51
11725,21
29919,8
9679,114
5368,9
26071,57
26074,14
24028,45
19933,77
28126,48
3552,89
7649,72
11747,32
24036,29
13799,144
15849,139
19946,38
11175,81
21998,9
31997,9
9712,56
23919,8
5620,90
13813,47
6740,6
1530,128
2915,4
15870,51
30208,163
11777,89
7682,35
17032,43
24077,61
3598,100
31217,182
11797,19
15894,8
8793,92
3609,11
28186,111
6063,7
17669,24
3617,17
26149,147
5672,87
30249,50
1578,67
20011,66
31325,48
13872,100
1587,20
24116,52
22072,98
1594,12
15931,57
17980,131
3647,60
9792,104
11843,95
20038,23
9800,6
7755,37
17998,26
14605,28
24145,35
10851,40
28245,33
7766,11
21092,75
28252,20
22109,50
28254,3
7775,32
30306,42
22459,28
18021,37
3345,10
7785,14
30314,21
20075,54
2322,6
22126,17
9845,41
1654,121
26232,56
7805,25
22143,48
7779,14
28294,31
26249,15
30347,70
1678,70
1681,7
13970,178
11923,107
26268,22
5790,250
22175,65
13984,21
20130,53
13987,21
26277,28
22183,17
5800,25
28330,47
7852,52
23154,1
24239,216
18099,118
22196,58
3765,182
11965,32
1727,81
3776,13
30404,121
26309,33
9931,18
22221,26
20176,36
8446,26
7891,75
16084,270
14037,93
3804,67
7902,34
11557,2
20194,48
2262,18
32484,104
32485,4
9606,24
3818,23
5867,117
24301,115
9971,77
28224,46
14074,65
11789,23
15317,5
20226,42
30470,67
27338,59
23852,60
30474,7
9997,50
30481,5
12053,182
28438,169
10013,32
22308,142
20263,51
22492,51
28458,17
5932,55
5935,9
12080,48
3889,164
14131,109
28468,12
7990,136
18231,96
16184,166
24377,152
26429,132
10046,99
1855,124
32576,115
8003,15
24388,24
4406,40
20294,61
14154,40
26443,40
28495,14
1872,30
16215,57
28506,16
30557,157
9873,7
14185,70
22378,94
26599,57
14190,9
18476,23
1907,56
1909,8
22391,16
20347,100
32637,172
3967,98
16257,109
11243,9
3972,7
25238,8
22406,21
14215,48
6024,218
15682,15
3984,19
18322,122
1943,72
12185,182
32666,25
20379,29
26320,17
3997,37
32752,15
26530,83
22436,44
6056,85
10153,203
30635,146
14255,67
24496,56
24498,6
12211,63
18356,19
26549,35
14864,36
1975,53
30708,4
10911,18
14268,13
10174,44
8864,18
30660,66
16325,103
30665,22
32718,56
24529,40
30674,6
32419,390
16341,7
6105,57
28636,195
16349,16
32215,65
28641,5
30691,10
10212,71
12263,108
8168,283
2025,74
12266,16
30704,22
20136,18
20468,223
12278,18
28664,42
10235,49
4092,205
14333,61
26622,38
24575,119
