Node,Load of node by requests
25645,32
31791,20
18653,11
23603,53
13365,41
21558,57
9396,100
11322,2
19519,63
17473,82
7235,58
12129,3
9740,8
5195,24
21582,33
25682,56
25685,2
5207,6
29785,213
20632,36
17499,19
5215,22
1121,108
15458,116
21603,30
2918,44
3174,144
3179,8
25709,36
11374,121
23664,162
8153,10
17524,40
31861,94
7287,11
25721,26
13437,1
15487,53
1154,48
1156,16
25110,5
17544,33
31888,82
1171,19
11413,75
4263,9
29847,44
5272,70
7326,65
13471,28
13477,15
7334,14
7708,3
15531,29
27821,397
17225,141
17949,25
19632,133
3249,20
5298,57
19315,40
7348,41
23753,54
15544,33
13498,49
13500,5
5310,20
5312,8
2018,5
1219,89
13511,7
21705,48
25804,122
7374,82
9425,40
11476,117
23076,250
27865,45
14567,2
23778,47
1252,59
3301,85
21734,68
31978,83
18983,60
17645,201
27886,56
15600,141
1266,12
31988,17
7413,5
23798,22
15607,32
19705,8
3322,13
25471,32
13866,91
3326,4
23809,18
21763,54
32004,16
3333,9
13575,58
3336,1
9772,46
9483,109
11532,58
15630,55
5391,67
23825,46
21778,23
11539,5
13529,13
1304,55
21785,15
14554,58
1313,10
29986,110
7459,38
6705,7
23848,42
15657,56
794,62
27948,53
7470,13
6365,436
11569,21
19764,111
17717,129
9529,74
21823,74
15682,47
9539,21
23878,45
11593,44
19789,49
27996,80
9565,57
12025,23
15717,51
17766,100
30059,109
11628,54
9584,47
11633,23
9587,9
1714,22
3446,109
28025,27
25981,288
11646,29
11648,7
30955,94
9605,59
7558,118
11655,13
32136,232
30090,64
7564,8
23949,118
28047,28
23107,30
5527,300
32152,16
13722,19
26012,70
30618,170
5360,97
30119,29
19880,119
23978,9
29255,20
28076,55
28079,1
7600,6
1457,177
9118,75
23991,31
17848,145
21945,166
1466,3
23996,7
1473,1
32195,92
19702,144
24008,15
19915,72
7596,44
7630,14
15826,160
26067,83
28121,75
7642,16
11739,120
26076,20
1505,17
21327,19
9699,73
13797,105
21991,78
8444,18
3565,3
11761,34
1525,33
17910,129
32251,80
22419,19
28029,8
3583,61
9728,42
5633,141
15875,75
3591,11
7280,48
11787,25
24076,107
17934,54
7698,134
11796,37
9749,23
22044,95
1565,80
3615,35
944,17
32290,56
25179,85
17957,21
3624,19
1578,25
5676,97
17965,47
20014,112
11824,44
22066,44
3635,41
24117,62
8660,9
24128,9
11510,56
5699,59
24132,3
30277,156
3681,7
15945,83
13147,80
17999,59
9810,57
13908,85
1621,44
22103,66
26201,183
3678,47
13919,24
5729,81
32354,143
7779,93
11877,93
18022,41
30311,56
20072,89
1641,69
1623,3
7783,7
30316,12
11198,92
8809,227
12603,101
20096,45
22148,81
5765,48
24198,86
30344,71
3724,31
5776,31
22162,59
18068,79
11926,63
5785,4
7835,102
24220,20
26272,109
9891,143
13991,112
13994,9
29449,18
11309,23
1710,148
6429,122
3016,19
14002,15
7860,71
18101,15
14007,2
9914,75
28347,417
32444,85
11965,63
16064,33
30401,126
603,1
18115,12
28358,39
3784,123
14025,13
28362,9
24268,58
20178,152
32718,45
3799,30
14040,44
5850,120
20188,34
32478,26
18143,45
16096,55
23245,15
22244,148
11217,33
31015,60
5869,30
18158,37
24306,93
32041,26
32504,14
10084,62
3834,46
5883,36
32508,5
14079,54
32384,56
3842,43
20227,73
9174,5
1798,64
9991,153
3850,7
14093,14
24339,56
31022,5
5910,80
17369,21
30488,165
3375,28
32542,87
1823,36
30498,13
28457,156
32557,31
26414,179
5935,51
24370,53
28468,9
7999,189
12096,78
10055,83
3912,100
24204,17
8010,14
16205,26
10065,11
12117,42
28502,15
30551,74
8025,52
12126,10
3937,41
26466,109
14179,162
20324,102
10089,6
1898,113
32619,111
26476,18
6000,116
20341,9
14202,8
20349,8
3966,41
24448,137
22404,93
8073,59
28555,103
12175,81
27138,20
14227,27
16280,172
15204,27
10138,82
31727,166
22432,19
4003,43
1957,97
8102,14
20392,93
10156,37
6061,136
10772,63
26544,95
32691,80
12212,36
13419,9
14324,12
28604,107
12229,21
8138,87
22478,62
6477,13
2002,54
20436,102
2005,18
30679,117
16345,147
20445,22
12258,56
14311,129
16039,173
2028,12
2727,8
14318,6
12272,3
24561,208
12275,15
8180,41
22517,70
30710,50
2041,18
26621,180
20480,2
10243,25
26629,85
4439,49
14348,46
20494,18
16402,234
30741,227
29017,2
2076,107
26653,21
22559,138
18464,99
6178,122
8227,90
19462,149
28712,321
14378,46
18475,3
2092,7
24624,35
16435,82
18484,12
30774,7
12344,202
30779,14
6206,55
6211,8
26692,74
16453,16
2119,50
12360,9
28753,36
6227,38
6230,12
6235,9
16481,72
10339,196
10341,5
103,11
26642,14
8302,115
22644,165
10360,23
10362,5
20604,227
9578,86
6270,45
24597,50
12419,86
6280,52
14473,199
18571,174
8332,67
2190,119
28815,97
22672,48
10387,61
28821,2
20632,59
30873,101
5,35
6301,28
4254,325
2211,47
14531,20
28841,47
20650,51
7848,6
172,97
26798,144
18609,84
14632,7
20661,3
22710,91
2231,30
28856,29
14521,72
16305,87
29876,3
12486,105
12487,6
28872,28
22730,22
2251,41
4301,113
3220,8
28879,32
9592,18
24786,318
20692,83
16078,51
10454,33
215,80
22747,21
22749,2
12510,20
16610,148
8424,190
14569,34
14572,5
18669,95
20719,58
24816,47
30760,33
2290,90
13011,19
14581,13
30967,116
249,46
28924,86
6398,33
14591,14
4353,19
8455,21
21929,21
16650,35
13015,16
759,1
12563,64
30998,43
6425,16
18714,102
285,54
27083,14
2336,107
7216,17
14626,54
6435,35
8485,59
22823,66
296,26
26923,304
20965,43
22833,22
4402,128
12597,64
16696,71
8509,56
6462,50
20800,179
22849,52
4418,17
31043,46
10564,152
6469,24
12616,32
22864,30
16721,56
10578,4
2390,117
16727,11
5860,31
31066,23
2398,12
10594,27
8548,92
12911,29
2406,26
4456,38
363,73
24940,167
26993,132
14538,7
22905,63
2428,58
20335,25
2436,6
29061,45
16774,115
14727,211
6537,120
24970,102
27022,53
15085,163
2456,32
22930,29
21571,42
12693,173
18017,3
4504,79
14745,14
411,138
2461,7
10654,101
12703,23
24994,33
13723,14
2469,13
24305,27
8617,81
12714,15
6573,46
27054,28
25010,27
14771,42
6580,5
4852,136
27067,22
445,62
29118,17
27073,16
12738,20
25334,70
22983,112
2507,61
29137,36
2514,8
12755,18
8661,89
16855,161
2522,1
10723,129
8677,28
31208,95
23017,62
27499,1
6637,130
27118,30
8950,12
4594,174
31219,9
6645,12
31145,93
13396,26
20987,28
20988,7
8704,55
5609,20
28758,18
14858,138
13400,27
23058,71
2582,76
6681,98
13402,7
31263,102
8738,34
2595,17
5991,11
25126,90
12839,176
12841,13
29226,58
6700,42
13405,4
18992,519
23089,14
4658,131
8627,4
564,176
8757,60
568,20
30031,7
21051,111
32480,34
16958,116
6722,51
31299,70
97,200
27093,9
2638,78
6735,24
14929,133
16483,6
29270,76
11364,2
4700,59
3514,28
2654,56
21087,80
12902,23
14951,22
25193,117
19051,151
23149,59
20925,208
31348,114
12924,10
23165,13
4734,29
19071,64
6787,116
14980,62
10888,290
8841,75
27274,248
4747,38
12942,24
11373,6
21137,54
25234,64
16494,34
19095,29
31392,60
21274,37
19102,9
2719,34
6816,19
4772,41
2726,9
25256,40
27305,65
14791,38
23213,75
17070,193
10927,90
12980,50
9332,54
6850,47
22987,23
21188,84
2761,17
21778,8
30897,80
17106,11
10963,39
25303,67
21209,36
17114,15
10971,38
21213,8
19170,187
19175,9
6889,52
16869,30
21229,27
10991,14
19185,7
29426,137
8948,112
758,161
6903,10
15096,1
15100,15
25342,13
29439,17
7979,14
1153,13
32555,13
15491,30
7982,2
11032,64
6937,48
23322,167
8988,48
11037,5
11042,6
13093,102
23337,30
23340,5
813,71
29489,111
15156,101
6966,67
31544,176
25405,140
17219,195
21316,97
1119,102
17227,22
25422,60
31428,17
23352,13
26083,18
29527,65
17240,14
23385,52
14479,12
27487,281
2912,267
19297,119
7015,84
21352,84
874,131
25451,60
11116,68
11069,73
10728,6
14483,5
31605,110
13175,56
27512,10
19604,83
7039,69
25474,42
15851,21
13190,21
25480,7
27529,44
908,67
19341,64
11828,15
11158,61
5015,80
5017,6
23451,22
29596,98
3645,2
11168,21
15272,166
9130,122
23467,40
25516,59
7086,100
3229,13
15280,15
9138,9
25075,61
19384,74
3003,119
23486,29
29173,50
29015,159
25543,52
3018,8
7115,19
11216,67
5073,101
15315,29
17364,48
17230,5
25081,9
9179,92
19224,85
31711,56
27617,141
29666,25
27620,20
17381,20
9041,74
10748,8
13293,181
9308,24
21490,230
1012,61
23543,147
21496,22
17401,36
15871,16
27653,7
3069,106
3921,97
23551,12
7890,4
25602,82
13316,17
29631,84
9222,83
11271,81
25610,28
10071,11
31756,56
5134,24
9389,11
17424,14
12120,28
9234,10
23573,21
21526,43
25623,24
19480,40
25627,1
23581,8
11294,22
17440,23
1058,70
9252,10
19493,14
17447,38
23592,18
7210,109
11309,18
29496,9
29744,187
12260,10
17462,14
7224,27
25780,36
9276,28
13376,71
15425,163
3595,9
3141,140
29768,29
5195,119
3149,22
9296,38
22712,6
32611,107
7252,65
10425,47
13335,31
11354,102
21596,32
29882,13
19551,99
3172,31
5221,29
21607,15
25705,149
16231,21
1133,30
27758,111
5309,37
15475,79
31860,146
13437,27
23679,200
31873,29
4971,75
21638,66
14529,3
29833,131
3210,44
15500,32
6381,29
5268,31
7321,149
4945,97
29853,43
27809,73
9379,65
15525,65
13481,77
23723,69
5293,27
15538,26
29875,31
21684,84
31927,80
1209,82
9402,13
9403,8
3261,34
15553,35
10443,57
13134,59
6792,38
1231,29
13521,42
22908,8
23399,22
29913,45
27855,48
31965,57
20005,56
5838,57
11490,177
29925,17
5350,84
13545,6
9450,88
17959,204
31980,33
9454,7
17647,319
17649,7
13554,18
23081,33
5371,25
17705,10
1278,91
21760,86
13526,8
32006,35
27914,132
21774,31
5976,28
9489,13
25874,155
23828,191
23834,13
7886,42
19745,50
17698,124
25891,16
13604,32
25897,3
5420,88
32046,142
6024,55
5426,9
27959,76
23865,56
13535,6
1340,34
22410,47
25920,52
5442,35
27972,6
30024,11
17737,19
21834,110
9547,85
30028,9
1358,12
13197,20
21840,5
6030,8
13655,107
2705,104
11609,222
29097,42
5474,27
11835,9
11623,37
3434,364
30060,9
32111,133
6376,142
23923,109
11637,15
5496,32
7547,195
13692,68
7402,116
30462,54
32131,53
21892,66
1415,62
9610,44
23447,49
28044,121
23949,37
4333,85
19856,158
7570,67
17811,135
13718,6
9623,20
28056,19
11675,100
21917,36
30110,86
7584,28
116,24
17828,2
19877,52
3494,137
5543,72
20380,13
583,32
15789,390
3503,31
21937,40
14579,8
5558,12
24137,86
5561,9
19898,63
3516,8
23999,115
17857,65
1476,126
19911,29
20235,39
30154,77
12535,31
28110,95
1490,20
5589,24
16633,44
9938,7
3547,63
26076,287
28125,38
13790,127
15842,101
32227,168
24038,73
12881,97
26089,13
30187,79
31656,82
6805,7
26101,5
15865,25
3583,22
32257,42
23126,31
257,10
1546,108
26123,51
19980,144
28173,23
32270,12
30227,47
17326,167
5654,69
15895,14
32281,29
3610,12
24091,101
7709,260
9760,276
26145,69
1570,40
7715,27
30245,48
5670,29
28199,57
11816,275
9769,12
26154,6
11821,10
15919,18
1586,31
3636,24
22071,302
8799,35
19722,156
17983,27
22085,6
9799,55
5705,57
30284,36
5712,23
26193,90
13145,21
30292,16
20055,83
20401,4
32349,107
13919,251
18016,91
1633,75
3682,54
32363,26
28268,107
13586,66
20084,67
7797,128
22134,82
3704,7
1300,21
24187,65
29993,84
18046,56
25765,100
7719,8
22155,46
3010,19
13966,51
29293,29
124,3
24213,44
3875,13
11931,61
7837,68
20126,88
16034,196
7845,23
18086,1
26721,61
22184,49
5802,156
13933,19
25789,8
7857,48
7860,5
24521,5
9844,112
22202,17
25546,4
11893,103
22208,16
16065,50
9923,74
3702,30
32456,164
26313,250
9934,34
14031,122
20312,13
30418,217
22227,79
14036,24
20181,79
24280,62
30426,20
24527,24
24287,1
22240,15
976,78
9394,11
12004,205
28389,223
28390,9
14055,17
16189,71
9969,36
20210,58
29315,36
20214,19
22263,57
16126,91
26367,109
1794,275
30472,16
31020,34
469,22
5899,71
16142,5
1811,28
27543,37
25902,11
7958,125
14103,57
3870,281
32545,96
29659,73
5924,66
12252,37
13700,16
5931,12
1837,50
9472,37
29320,12
12089,146
28474,176
5947,26
32573,48
26431,108
18242,343
5955,10
16200,14
20299,126
10065,168
18259,15
16213,21
1878,75
28159,96
30552,131
18265,12
20316,1
3935,37
22369,239
24419,215
8037,79
18278,24
657,129
12139,22
18287,18
6120,40
28532,88
16245,28
27625,7
24443,29
1919,56
17728,29
14211,159
1155,5
16261,40
20360,33
3978,50
26509,119
18318,66
20370,16
12179,67
1940,7
22422,31
18073,21
5223,2
12186,9
14235,48
22428,31
30622,167
32671,83
28581,71
27548,8
8109,135
6063,128
4017,96
18354,71
9886,90
22459,56
30652,48
24511,99
10177,129
18370,55
32708,54
10181,1
12232,56
6089,40
28231,55
5111,71
32716,3
8143,42
14291,63
4052,51
14293,14
8150,14
27641,49
20443,56
2012,129
20445,9
18401,33
14308,28
24550,28
26600,116
18411,16
1021,26
31400,13
20468,29
14325,56
10230,74
6825,27
32760,74
18429,9
30720,13
10240,129
15702,9
24583,19
8201,87
11,18
26285,38
20498,37
29699,64
12685,15
32189,11
22555,48
28700,197
20511,18
30753,60
16419,159
9412,7
28709,21
30764,18
2093,259
12334,7
14386,76
2100,14
26677,32
28726,28
4153,128
20538,66
6208,283
2113,14
12355,37
30788,19
18501,109
20550,15
18507,9
14412,58
24653,116
28440,30
8272,173
10321,135
28757,4
4183,49
12377,32
22618,123
26716,46
6237,38
11621,65
6240,9
14433,6
22626,11
14435,4
30822,83
6247,3
26983,32
123,132
18557,116
6270,21
4223,36
18561,5
2178,111
10378,16
28812,91
29037,16
4241,13
24725,133
8342,138
19481,29
12441,116
28826,26
24731,8
18588,58
12447,8
20642,171
26789,184
8360,50
26652,34
2218,121
8366,19
28848,102
22707,154
25170,14
14518,52
20664,32
10431,84
24768,98
12481,9
18627,77
12485,31
202,144
28878,47
22736,33
8401,50
212,22
12503,21
20697,78
16602,62
2267,57
9594,154
16607,25
8420,20
24806,96
4329,170
28911,46
26393,25
10488,103
28207,14
12671,20
28924,43
27423,50
23936,9
11990,23
10503,28
22793,116
29058,65
2318,84
30765,4
18704,81
22802,16
12565,97
24854,62
31000,214
14618,92
12576,34
2337,36
20770,99
31013,22
8486,72
14044,192
18730,33
28974,84
18738,10
8504,15
318,237
21557,16
28992,18
16705,160
26607,42
26957,133
2382,47
24911,68
6480,381
337,45
4437,191
16100,6
14683,152
24925,23
29023,17
12641,80
10595,172
358,27
8551,130
18902,23
2411,59
31085,69
22894,124
367,13
17461,3
6513,78
10611,28
22903,10
4472,72
21835,13
24956,15
2429,31
16767,128
31106,46
31467,7
12678,12
18824,193
8585,35
6541,89
27022,52
2447,38
16784,28
11672,58
16451,58
24980,29
10645,53
2455,22
26692,30
15087,92
10652,13
16797,26
13039,105
24992,8
22947,104
31452,11
6569,51
12715,64
2742,30
432,76
435,15
22967,57
31161,47
4539,119
29116,83
25021,60
4544,20
10693,70
14790,219
20938,250
18891,108
11682,37
27086,17
463,35
2467,17
25044,26
31190,57
26361,26
27098,16
8667,132
10716,30
29150,35
16464,33
28999,9
483,21
30363,15
14822,88
2536,27
6633,64
5543,126
4588,70
23025,20
3358,12
20979,93
2549,8
4599,19
504,57
18937,63
31226,52
26367,7
6652,17
31230,5
27135,55
514,9
23043,6
20996,14
12806,172
10759,68
25096,121
8714,117
27147,9
27153,4
23059,17
29204,64
534,7
10776,29
6684,49
27168,48
546,10
6691,19
27174,6
14895,91
6705,13
8756,15
27189,59
19000,105
12857,93
4191,15
29244,74
14910,23
575,40
25152,70
8769,6
10818,94
13931,26
23111,87
19016,51
4876,33
15117,18
4688,155
594,32
12883,14
25172,6
8789,17
8791,3
31458,7
23131,27
21084,163
10845,50
11365,83
2658,148
25187,19
16997,171
12904,48
25195,38
14957,63
6728,100
2678,18
23162,23
6782,47
31360,238
27072,84
19075,145
19467,129
9665,12
6795,31
8845,103
2702,69
14993,69
12948,56
14999,8
12955,12
4768,88
31394,53
27146,27
12968,5
2731,74
16158,19
19126,76
8887,81
19128,6
27322,256
6843,76
4796,36
25277,106
29375,201
13867,46
31426,68
21188,166
29381,8
25289,28
6859,52
17528,155
17106,115
8915,27
2510,59
23255,238
31448,43
8924,9
3810,11
6882,35
6947,30
10982,253
23273,26
8938,42
4843,129
2797,81
751,270
25329,72
27378,92
9001,42
29432,94
6907,37
13054,10
8959,33
19202,185
27395,47
21253,78
19585,23
8968,8
15113,6
19211,31
11020,47
14466,77
2835,89
16174,26
19929,43
31514,84
17180,122
31519,8
27440,32
16859,129
13093,47
19240,66
25385,139
15147,37
12082,29
31056,67
817,108
29490,111
23006,38
2872,131
6969,44
28752,47
32223,26
6972,17
17213,60
19253,17
31552,86
27457,63
836,9
25413,42
29510,6
31559,18
30860,72
31565,22
23011,14
21338,140
7003,69
15198,90
21347,26
25444,22
13157,18
17254,77
9064,14
13164,15
880,88
881,9
9062,16
4982,153
11128,149
27513,40
6975,10
21372,25
17277,33
19332,115
29505,44
23437,280
5012,43
31639,141
6239,2
9116,92
23453,19
9029,32
5028,12
24390,65
21415,79
25512,99
17323,98
7085,66
9134,47
13469,8
27568,107
9138,26
21427,28
23476,55
7326,108
25527,41
11193,105
18308,36
955,102
19390,78
11199,25
27584,60
15298,225
5281,28
27594,3
3019,227
13260,14
973,31
29646,84
27469,25
31697,78
27603,12
13270,26
16889,64
29656,22
23513,69
13277,21
25566,73
23524,5
3045,28
27622,27
17386,92
25579,23
13293,12
23970,71
3058,13
25427,15
7157,155
17402,24
16554,206
7167,6
3072,34
11265,131
5123,100
9220,109
24366,58
25611,60
11277,14
5136,19
29716,33
27672,125
22020,88
13146,71
7199,76
19489,8
13346,68
23589,69
9037,20
21545,161
11307,41
5164,77
7214,32
17455,144
13360,40
1073,145
29749,42
5174,10
11325,19
19519,63
7234,25
12470,38
20154,43
31821,257
23630,90
7250,22
15445,136
23638,21
16131,12
19545,75
19548,4
25445,2
23649,16
7266,71
3171,110
29604,90
21605,117
24081,86
19566,18
20701,12
12654,45
15479,39
1144,102
27769,183
5242,79
3195,17
25816,28
23681,55
21634,48
1158,15
9355,219
17548,46
8045,28
5268,48
11413,100
27801,85
11421,16
19614,69
3232,69
7024,44
25798,5
376,19
3240,15
8732,28
14429,25
23730,52
9398,32
13496,18
9402,17
3450,59
5310,42
19648,47
7361,44
25794,304
21700,115
32630,338
21702,5
17609,125
1226,132
19662,29
17621,38
29561,123
17624,7
9435,46
7389,29
31966,214
30593,64
9446,52
7400,15
21739,41
13549,115
1273,81
13565,59
13569,3
21763,59
32004,60
520,15
14209,39
1291,29
19724,151
21775,18
3344,196
23825,134
32302,67
19735,15
11544,213
1305,35
15642,21
27082,6
9500,8
13598,32
29984,280
27940,236
5415,39
10347,22
23851,56
7470,82
44,52
1330,76
15667,42
11573,38
27958,28
30260,69
15679,12
7488,28
21827,130
11590,27
17736,30
17975,30
15692,19
15695,8
23888,64
5457,88
21846,21
3415,76
13658,64
27996,58
25950,178
12518,30
11624,10
1386,27
5483,29
11631,7
19827,135
1396,23
21877,35
18665,69
32120,192
7546,116
23931,81
17792,107
25985,53
28035,81
19847,25
25992,17
1418,77
3116,72
32145,33
28054,21
29849,133
2230,27
13730,116
29031,7
9639,70
17832,57
28074,30
25159,20
23980,25
17837,12
21937,72
32178,37
11701,25
14921,25
32184,8
13753,31
3516,130
23997,19
19905,86
11715,35
24009,18
24482,17
11730,37
21971,44
30164,311
9686,59
24941,40
1496,112
13220,107
12879,8
21981,11
11742,32
5599,101
5605,15
32337,60
6925,28
32233,17
17898,148
11756,25
11858,36
1518,10
25853,34
13809,101
24050,106
19955,32
5620,16
1961,115
1529,16
28155,145
1532,7
13821,28
15870,245
3588,129
13831,13
32265,33
19981,32
15889,44
30226,119
7428,75
22043,25
19997,29
15902,31
17952,105
28200,61
5674,99
1579,157
24110,82
20015,55
9779,256
24116,17
26889,166
26581,2
11838,110
30272,17
12214,42
9798,40
22087,128
13896,37
1610,52
13899,3
4706,26
5711,78
3668,3
26193,269
3666,118
15956,61
28246,106
13917,19
22816,7
23141,8
30304,98
15632,187
1638,39
32358,56
9489,94
7786,337
11883,76
1648,56
3701,58
20087,134
15997,35
25877,62
16002,14
1667,40
20101,23
22150,141
32705,32
7818,40
5399,120
11916,46
5773,141
26257,80
18066,163
30659,18
3732,15
28309,51
30358,75
20120,20
7833,6
16027,59
24220,191
1693,56
5790,3
28272,12
3746,3
7845,38
5800,13
16042,24
13255,27
32429,26
12332,114
28336,48
11954,67
22197,98
1718,54
3768,34
16058,23
5819,43
18378,9
17696,103
29177,38
5828,24
30412,71
16077,15
16079,4
24274,78
16086,17
27200,11
20188,73
3808,79
4048,16
18146,195
20195,18
27405,23
3813,21
7912,102
26351,40
1776,74
22259,131
20212,29
24310,48
16121,15
3711,17
16125,8
5887,72
30464,100
28419,154
8150,8
26377,10
30475,12
17538,17
21464,67
12050,66
30483,11
12590,33
24343,51
13460,45
20249,59
10013,377
28446,21
30497,27
28451,25
18218,176
5933,102
3886,139
1840,90
30514,13
20275,66
26420,49
3902,41
16196,31
30533,27
8006,117
5964,60
12109,75
17037,28
18256,34
16211,52
8022,31
14168,239
20313,104
28507,96
8028,16
14174,8
24419,20
30566,89
1901,135
16238,44
22383,237
6002,46
20342,40
16247,25
32633,5
24449,72
15339,62
20356,28
12170,109
6807,19
8076,54
13908,4
1347,14
26517,158
8090,20
22427,107
24477,68
14239,74
12194,33
26531,33
16292,126
32412,108
6058,86
30635,106
20398,79
6063,14
10160,295
32689,68
24499,26
8116,43
10365,57
8125,9
7431,9
16321,44
4035,250
18372,101
16328,6
10185,55
14282,72
20427,65
26574,81
6211,5
21889,20
14566,55
24533,49
32024,47
13433,98
22488,120
28634,208
22497,19
22500,17
24555,23
4076,27
12269,94
20462,40
18415,7
18416,4
30705,63
14325,74
22518,25
4087,41
32765,102
22527,24
10241,104
16386,42
28331,3
30726,70
14337,27
22539,63
20492,60
10255,36
18448,7
2065,131
18453,7
26649,53
18459,9
24606,62
10272,49
11526,50
29019,33
28709,57
2087,28
24619,5
14381,124
14382,8
18479,28
6195,179
18485,17
16438,51
19983,27
26682,76
30781,40
2110,31
30786,3
6211,18
10308,54
73,178
19779,13
8267,170
30797,20
82,17
8547,16
24660,8
10325,36
2134,31
10937,11
12381,431
20577,54
26726,24
16401,17
10347,34
20591,47
12400,61
12402,3
6259,68
26302,34
120,65
20602,36
8315,79
16513,171
30851,119
132,21
28807,193
8328,10
20619,62
12431,67
4242,332
149,24
16534,31
8343,7
6298,96
18587,175
24732,30
26781,54
30882,49
2212,79
12453,27
20650,39
18605,31
22703,49
8369,54
12467,24
181,62
6327,33
22712,8
30905,21
10429,182
190,21
6336,21
14533,203
2249,30
4301,89
22734,25
16592,109
30929,48
28883,127
9934,126
28887,27
231,107
6378,73
