20486,5.17
9225,5.5
14352,5.4
13329,5.78
14866,5.33
7200,4.0
31272,4.5
10284,4.56
11311,4.75
8242,4.6
9779,4.5
12854,3.67
30782,5.0
11839,5.5
22083,4.0
21579,6.75
3154,5.43
31829,4.33
22117,5.0
20070,5.56
27153,4.8
14955,5.0
8814,5.67
21103,5.83
13945,4.89
21117,4.33
9854,4.25
19090,4.67
11887,4.67
670,5.29
32416,4.89
10402,2.5
23717,3.5
4266,5.25
8883,4.67
26295,4.13
14521,6.0
21183,5.33
27861,4.5
10458,3.25
6875,4.29
27515,5.0
17130,4.78
30955,3.75
31989,6.25
22775,8.0
21755,6.33
9469,4.14
13059,6.0
7946,5.44
13579,5.0
24851,4.88
18709,6.6
25378,3.83
31011,4.86
11057,4.8
25394,5.86
4403,3.25
25399,5.0
32075,4.83
11091,4.89
11099,4.43
16221,4.67
25441,5.0
32610,4.71
21349,6.33
22893,6.0
879,3.5
5493,6.8
3647,5.63
1918,3.0
12162,4.78
16772,4.0
3467,3.83
18840,3.33
30109,4.44
5538,4.0
21415,6.0
15273,5.33
28586,5.5
26027,4.33
18861,5.2
31670,5.6
951,4.43
10683,3.0
29003,5.2
16836,7.0
16839,4.0
10914,4.11
467,5.0
14292,5.38
18403,4.8
28583,6.6
11760,4.88
7160,5.8
4605,5.5
29698,4.75
13828,5.0
13333,4.33
31767,5.5
29,5.17
13342,5.13
25631,5.0
18465,5.0
15395,5.5
13860,5.0
4140,5.0
7346,5.5
17457,3.0
5185,6.5
22086,4.57
29767,5.0
15950,6.14
18523,3.5
19549,4.33
10334,5.17
3167,4.6
10848,4.75
13423,4.57
14966,3.13
5755,6.83
31869,3.0
6783,4.0
12419,4.13
11397,4.4
3724,5.89
28303,5.0
11920,6.2
7022,3.86
15519,3.5
6320,4.89
25266,5.25
30900,5.0
24247,6.33
10426,4.67
18630,4.25
14536,5.0
6521,4.14
29403,5.0
29925,3.38
31979,4.88
14060,5.43
9453,3.83
22259,4.8
15829,5.2
32516,4.0
20231,5.33
32016,4.5
17027,3.0
5398,4.6
25476,4.33
14298,3.0
31526,6.75
309,3.75
21302,4.33
21822,5.0
30531,5.5
15172,4.38
18772,4.5
21846,4.0
4450,5.0
7017,4.38
23914,5.13
6510,3.11
22387,5.2
3961,4.83
27009,6.0
20356,4.44
12677,4.8
28040,5.25
13194,6.17
21397,4.5
32669,4.33
12195,4.83
5540,4.38
10151,6.0
15278,4.25
22963,4.33
12214,5.0
22975,4.75
2510,6.0
4565,5.0
11225,4.71
27098,5.0
6107,5.6
9180,4.67
7647,5.14
1506,4.0
21987,5.0
7652,4.88
8174,5.0
7663,3.4
15865,5.0
1538,4.33
9224,4.25
514,4.22
21518,5.0
10770,3.6
6685,5.11
19999,4.0
23079,5.89
21596,4.0
556,3.4
5684,5.33
12861,5.67
11838,3.6
30283,4.71
27731,7.0
26196,6.5
13912,3.63
20570,5.13
25180,4.63
20667,4.43
30823,4.5
11370,4.43
31340,6.0
17426,5.67
10874,5.38
5251,4.0
26244,5.17
1163,5.11
4240,3.43
22673,5.44
17049,5.29
8350,4.2
20130,5.5
17592,4.33
25631,6.0
9409,4.57
14025,4.44
32460,4.0
14040,6.0
13030,4.86
28907,5.0
23790,3.5
5161,4.43
31997,4.88
1288,5.29
25866,5.89
20238,4.63
7446,7.5
15834,4.25
6430,4.25
1313,3.13
25892,4.25
15153,4.0
20268,4.38
5425,5.0
6452,5.22
32054,5.5
29495,5.17
5946,3.5
11583,3.25
22865,3.88
17746,5.0
341,4.5
17750,5.0
25431,6.0
29489,4.86
17247,6.0
4453,4.86
29030,6.67
21566,3.0
24438,4.78
12731,4.67
21887,4.88
25992,6.14
29422,5.0
10646,3.8
20386,4.0
6565,4.14
22950,6.38
32682,4.11
32172,5.25
4015,3.0
29107,6.0
158,4.83
8123,3.33
18877,5.14
31167,4.57
6596,5.0
24520,3.67
24378,4.5
10190,5.43
11215,5.14
18906,4.0
15836,4.13
9702,5.0
13800,6.0
21489,5.22
3498,4.0
15363,4.22
11785,4.43
1556,5.88
26647,4.8
24088,4.71
22563,4.0
29734,5.0
9771,5.0
12852,5.6
11834,5.5
7228,5.75
573,5.25
11335,5.5
9806,6.0
14930,3.83
3668,4.67
8795,5.5
23649,3.0
30310,4.83
20583,4.0
19048,3.5
17341,5.14
14449,3.33
26745,4.14
19588,5.14
20139,5.5
18062,4.89
14480,6.2
28306,5.5
7332,5.44
30887,3.5
2731,5.0
9392,7.11
8369,5.4
26803,3.75
21684,3.6
30405,4.67
31949,3.43
7382,5.44
28380,4.2
22238,4.4
17634,4.78
15590,6.75
13544,3.4
25836,3.4
25844,6.0
24310,3.0
12031,4.0
16641,5.5
17878,5.0
20745,3.5
26890,4.0
21268,5.0
31532,5.6
22829,3.71
6447,5.5
26419,3.86
9525,4.25
1334,6.8
22330,3.71
17724,4.71
11744,0.0
23879,4.4
23372,5.67
20706,4.22
31058,3.75
22357,5.0
2903,4.5
21347,4.8
15717,6.13
25958,5.22
26473,5.83
21378,5.86
23941,4.17
18310,4.75
1415,5.5
27534,4.0
32662,5.0
922,5.22
25512,4.0
25003,5.0
22967,5.8
10682,3.57
24509,5.0
6591,3.5
20419,4.67
32715,5.67
17356,5.2
29654,6.0
5079,3.56
12250,6.2
26587,4.29
15327,3.83
5600,4.4
15330,4.6
23526,4.56
28653,5.2
29678,5.44
23555,4.67
29706,5.5
24079,4.56
17,5.0
530,5.0
30229,3.83
9757,4.2
26148,5.57
29788,3.25
3116,4.86
30254,3.33
16947,3.5
24117,5.29
23615,5.5
22594,5.0
17477,6.17
4793,5.33
5714,3.75
7767,5.0
7260,4.56
19043,3.83
23570,4.0
18545,5.0
119,5.38
13434,6.4
23164,6.0
30334,4.75
30339,3.5
2701,4.0
29293,4.11
9874,5.38
4244,5.43
662,7.0
10406,4.5
16327,4.33
14005,4.0
185,4.5
18619,5.43
11966,5.8
17599,3.89
5825,4.67
7878,5.6
5343,6.2
13027,4.22
30438,5.89
8938,4.86
10475,4.0
25837,4.57
18677,3.78
21250,4.22
18183,4.71
13100,5.5
12566,5.0
16161,2.25
31526,7.5
20776,5.14
15147,5.14
11564,4.14
32050,5.0
11572,4.33
10040,4.57
25653,5.0
11075,6.0
28486,5.5
21832,4.5
31567,5.0
17208,4.33
27476,5.0
17756,6.44
22378,5.89
16238,5.5
21892,3.25
6294,5.75
917,4.67
21926,4.0
15790,4.86
15287,3.2
26553,6.0
1468,5.75
12222,4.44
6594,7.0
2499,4.25
29636,4.22
11207,6.0
18379,4.33
17869,6.0
29137,4.0
22482,3.5
17875,6.0
2517,4.5
31703,4.78
4570,4.75
11228,6.0
8159,5.25
13222,4.83
23024,5.33
16378,5.0
4095,5.67
