Node,Load of node by messages routed
31118,3615
22416,2960
15769,1001
13722,2414
10143,1554
1444,1084
18853,1769
11174,3396
25520,1688
18370,4661
13264,2134
10195,839
18900,1382
4565,2263
32215,2358
6619,4030
30174,2101
20962,2943
24039,2824
5609,3627
18415,1811
28662,3258
9557,1578
24069,3870
31240,2862
13911,1207
26647,1513
4128,3481
25637,1808
16425,1403
16940,1649
27703,1997
30782,1491
15938,1344
13381,3796
19014,4811
2636,2337
13905,3365
32340,3699
25685,1121
17495,3517
30297,1753
12380,3235
8288,2487
25187,2376
14441,2414
16491,1659
4207,725
4208,580
4211,743
13429,1401
26234,2372
15996,1933
10091,2896
32388,3065
30860,1247
11925,3507
30364,1193
28322,2701
14506,1494
4780,2675
17583,1309
5298,3527
15539,1648
9911,1186
1751,4945
24356,2030
31962,2588
21881,1816
27873,1411
9444,1909
16678,1370
15591,1238
7912,2239
29941,3407
20731,6038
11009,4656
4868,1336
29960,983
27403,3294
32019,2094
24865,3454
21284,2430
31014,1767
20776,1495
2346,2306
22494,3679
3399,3132
9186,3986
2382,892
16207,2139
25316,902
22875,3610
21853,2884
8553,2245
4327,1479
30572,1354
3445,1841
5497,3543
26773,1629
904,5194
25993,2656
21395,1153
25499,1711
14236,2637
17832,1922
6570,5517
16811,1241
17841,1544
15798,1258
15290,2447
7615,4238
30657,1143
26567,1980
18384,3652
2011,2545
2526,1232
30178,1647
9197,1041
28656,2193
14833,2030
9715,3105
29176,3873
