Request,Average messages
3888,2.83
3889,3.5
3890,2.75
3892,3.0
3894,2.71
3896,3.38
3897,3.06
3899,2.33
3900,3.13
3906,3.25
3908,3.75
3909,3.83
3910,3.25
3921,3.5
3922,3.67
3927,3.0
3928,2.17
3929,2.63
3939,2.5
3945,2.0
3948,2.94
3953,3.0
3957,2.29
3965,3.0
3970,2.86
3982,3.0
3984,3.0
3985,2.83
3994,3.0
3995,3.13
3999,3.56
4002,3.25
4007,3.67
4012,2.6
4013,2.75
4023,3.8
4024,3.33
4028,2.88
4038,3.14
4040,2.6
4044,2.75
4045,2.33
4048,3.08
4051,2.57
4052,2.5
4064,3.75
4068,3.22
4071,3.0
4076,4.5
4084,2.67
4087,3.4
4088,3.0
4093,2.89
4094,4.0
4098,4.0
4099,3.4
4103,3.29
4114,3.25
4115,3.27
4116,3.13
4121,2.67
4123,3.25
4127,2.83
4128,3.5
4132,3.0
4133,3.33
4140,3.75
4145,3.71
4147,3.5
4149,3.63
4151,2.5
4157,3.17
4164,2.88
4165,3.63
4170,3.33
4172,3.0
4173,3.5
4174,3.78
4180,4.5
4185,4.4
4187,3.15
4190,3.1
4196,4.0
4197,2.67
4200,3.33
4205,3.17
4211,1.71
4212,3.0
4213,3.57
4217,3.75
4218,3.44
4220,3.0
4221,4.25
4232,2.75
4233,3.78
4234,4.0
4238,3.31
4239,2.63
4250,2.83
4253,3.5
4257,3.43
4261,3.26
4267,3.5
4271,3.5
4275,3.6
4278,2.91
4286,3.5
4287,3.18
4291,3.57
4301,2.0
4306,3.67
4311,3.86
4312,3.29
4313,3.8
4315,3.38
4325,3.4
4327,3.89
4330,3.75
4331,4.0
4351,3.6
4358,3.0
4360,3.0
4366,3.75
4372,3.56
4373,3.0
4374,4.0
4375,3.75
4379,3.13
4380,3.13
4384,3.5
4392,3.5
4393,3.22
4396,2.0
4397,3.4
4399,3.2
4409,3.75
4410,4.0
4412,3.33
4413,3.4
4415,3.33
4418,2.89
4421,3.67
4422,4.13
4423,4.25
4428,2.6
4442,3.14
4444,3.17
4450,2.57
4456,3.0
4476,3.0
4482,2.67
4484,2.0
4488,3.23
4491,3.89
4492,4.2
4497,3.33
4498,3.8
4505,3.6
4508,3.75
4509,3.0
4512,3.0
4516,3.73
4517,3.0
4518,3.6
4521,2.14
4526,3.33
4529,2.0
4530,3.78
4536,3.29
4546,3.0
4554,3.71
4558,4.0
4560,3.4
4561,3.67
4568,3.0
4583,2.83
4584,3.25
4588,2.56
4595,3.08
4596,3.25
4604,3.17
4608,3.0
4611,3.0
4616,2.14
4622,2.89
4629,2.33
4634,2.64
4635,3.44
4642,2.8
4648,3.0
4650,2.83
4651,2.0
4653,2.57
4655,2.63
4659,3.0
4662,2.75
4664,3.0
4669,3.29
4684,2.56
4685,2.8
4694,3.43
4703,3.0
4704,2.93
4715,2.67
4720,2.86
4723,2.2
4724,2.8
4730,1.8
4731,2.56
4734,3.33
4740,2.0
4747,2.6
4748,3.0
4751,1.75
4752,3.0
4757,2.5
4761,4.0
4767,3.14
4776,3.0
4778,3.25
4781,3.0
4782,2.56
4784,3.33
4785,3.0
4792,2.25
4793,2.83
4795,3.25
4797,2.43
4798,3.0
4808,2.5
4812,2.89
4813,2.38
4818,3.17
4820,3.38
4821,3.5
4822,3.2
4826,3.83
4827,3.33
4833,2.6
4844,3.0
4847,3.5
4849,3.0
4851,2.57
4856,2.8
4859,2.75
4861,3.25
4865,3.5
4867,2.75
4868,2.5
4870,2.5
4873,2.57
4874,3.14
4876,2.67
4877,3.25
4884,2.78
4890,3.0
4893,3.11
4895,2.55
4901,3.11
4902,2.83
4904,2.5
4910,3.5
4916,3.0
4917,3.0
4921,3.25
4929,3.14
4932,2.0
4933,2.75
4936,3.0
4941,3.0
4946,2.17
4947,3.0
4954,2.75
4955,2.67
4957,3.0
4958,2.6
4960,2.33
4964,3.22
4968,2.0
4976,2.62
4979,3.25
4981,2.83
4983,2.0
4995,2.0
4997,2.78
4998,2.0
4999,2.33
5006,2.86
5011,2.75
5023,2.25
5026,3.5
5030,3.07
5031,2.62
5032,3.0
5040,2.29
5053,2.0
5055,2.62
5059,3.29
5065,3.0
5071,2.33
5073,2.56
5076,3.0
5084,2.11
5085,3.09
5089,2.33
5090,2.83
5091,2.88
5096,2.63
5100,2.33
5101,2.64
5102,2.0
5105,2.67
5109,3.25
5116,2.86
5117,2.56
5119,2.5
5123,2.83
5124,2.67
5130,3.0
5132,2.83
5141,3.25
5142,3.11
5143,2.5
5157,3.33
5162,3.5
5165,2.5
5166,2.75
5171,3.0
5177,3.33
5184,2.17
5188,2.78
5198,3.14
5199,2.75
5208,2.5
5210,2.94
5213,3.11
5220,2.5
5224,3.25
5227,3.0
5228,2.0
5233,3.0
5236,3.0
5245,2.8
5246,2.88
5251,4.0
5252,3.0
5255,2.67
5257,3.33
5260,3.0
5262,2.55
5268,2.8
5279,3.11
5290,3.38
5295,2.44
5299,2.0
5302,2.86
5304,2.67
5307,2.67
5308,2.2
5312,2.0
5315,3.0
5319,2.29
5320,2.0
5322,3.17
5325,2.4
5326,2.0
5327,2.22
5332,2.0
5339,2.83
5340,2.83
5342,1.6
5351,2.22
5354,3.33
5355,2.27
5356,2.0
5360,2.11
5364,2.57
5365,2.44
5366,2.42
5367,2.2
5371,2.83
5373,2.88
5385,2.0
5387,2.67
5398,2.67
5401,2.25
5402,2.67
5403,2.33
5404,2.67
5409,2.5
5410,2.2
5413,2.25
5414,3.0
5415,2.8
5419,2.0
5420,2.43
5421,2.0
5424,2.17
5427,2.4
5435,2.75
5446,2.2
5454,3.5
5458,3.4
5464,4.0
5471,2.25
5473,3.33
5474,3.11
5478,4.25
5482,3.2
5484,4.25
5486,3.33
5487,3.32
5489,2.83
5490,3.56
5494,3.5
5503,3.43
5509,3.4
5512,3.88
5515,4.44
5520,4.86
5521,4.25
5522,5.33
5533,4.4
5537,4.75
5538,4.11
5540,4.33
5545,4.0
5548,4.67
5551,3.63
5553,4.58
5561,4.0
5564,4.33
5565,4.6
5567,4.17
5568,4.44
5572,4.4
5573,3.25
5574,3.5
5575,3.67
5576,4.63
5579,3.5
5583,3.78
5587,4.5
5590,4.33
5594,4.75
5595,4.0
5596,3.33
5597,4.83
5599,4.67
5605,4.33
5608,3.0
5609,4.22
5612,4.07
5613,4.17
5623,4.38
5624,4.0
5628,3.4
5632,4.5
5634,3.33
5636,5.0
5640,4.11
5647,4.0
5648,4.6
5658,4.0
5659,3.75
5660,4.33
5668,4.0
5669,4.78
5671,3.78
5675,4.0
5679,4.0
5680,4.54
5688,3.33
5690,4.1
5691,4.75
5692,4.6
5693,5.22
5700,4.11
5702,4.88
5703,3.78
5711,5.0
5713,3.83
5715,4.5
5717,5.0
5719,4.22
5725,4.39
5726,5.0
5727,4.0
5732,4.75
5734,4.0
5736,4.14
5744,4.0
5749,4.0
5751,5.0
5752,4.33
5761,4.6
5764,4.0
5777,4.33
5781,4.44
5786,3.75
5788,3.33
5789,4.5
5795,4.13
5801,4.25
5802,4.43
5809,3.67
5814,3.25
5815,4.44
5816,4.88
5820,3.5
5825,4.0
5829,4.75
5835,3.67
5839,4.5
5841,3.22
5857,4.38
5866,4.75
5867,5.0
5872,3.56
5876,4.5
5881,5.0
5887,5.0
5891,4.5
5894,3.38
5896,4.0
5897,4.0
5903,4.0
5905,1.67
5906,3.0
5908,4.0
5915,4.44
5916,4.78
5931,4.75
5934,3.86
5935,3.5
5937,4.44
5939,4.0
5944,4.43
5945,3.43
5947,4.5
5948,4.56
5954,3.4
5955,4.5
5957,4.0
5959,4.44
5966,3.6
5967,4.33
5970,4.4
5973,4.0
5981,5.0
5982,3.71
5985,4.0
5990,4.0
5992,3.33
5993,4.0
5994,4.14
5998,4.2
6008,4.88
6020,4.25
6023,4.33
6025,6.0
6026,4.0
6027,3.75
6028,3.71
6033,3.75
6034,5.0
6036,4.22
6056,4.5
6065,3.0
6066,2.75
6070,3.25
6077,3.4
6078,4.67
6090,4.29
6092,4.5
6095,3.86
6096,4.0
6101,3.75
6107,3.33
6117,3.25
6118,1.5
6119,2.54
6120,2.91
6122,3.13
6126,3.33
6128,2.25
6129,2.92
6132,3.6
6140,2.89
6144,3.5
6162,2.67
6164,3.2
6169,3.11
6172,2.5
6174,3.83
6183,3.1
6188,2.86
6192,3.44
6208,2.75
6210,2.4
6212,3.17
6215,3.33
6221,3.0
6222,3.56
6224,3.33
6242,3.22
6244,2.5
6245,4.0
6247,3.5
6250,3.75
6255,3.25
6260,2.5
6271,3.33
6272,3.75
6278,3.0
6284,2.86
6289,3.2
6291,3.67
6292,3.0
6296,3.56
6297,3.33
6300,4.0
6303,3.25
6305,4.0
6309,3.21
6314,2.5
6318,3.33
6323,3.0
6332,2.89
6347,3.2
6350,3.78
6352,3.67
6355,3.17
6359,4.0
6360,3.67
6367,3.0
6373,3.43
6376,3.0
6379,3.17
6386,3.17
6388,3.83
6389,3.57
6390,3.5
6392,3.14
6393,3.25
6394,3.38
6396,3.63
6397,3.0
6405,3.17
6407,3.38
6411,3.5
6419,2.75
6420,2.44
6425,3.86
6429,3.44
6433,3.0
6447,3.8
6448,3.57
6457,3.14
6460,3.43
6462,4.5
6467,3.33
6470,3.33
6483,3.14
6498,3.2
6499,2.8
6501,3.4
6502,3.47
6505,3.2
6507,3.0
6513,2.63
6519,3.5
6520,4.0
6521,3.0
6523,3.5
6530,2.67
6531,3.5
6541,3.4
6543,3.5
6546,3.0
6549,3.0
6550,3.08
6553,3.0
6555,3.2
6561,2.5
6581,2.5
6590,3.0
6592,3.22
6596,3.67
6601,3.67
6605,3.71
6607,3.63
6616,3.0
6624,3.71
6627,3.0
6629,3.0
6632,3.56
6638,3.25
6640,3.32
6643,3.67
6645,3.75
6648,3.11
6650,2.89
6653,3.75
6656,3.5
6659,3.22
6665,2.83
6667,3.17
6671,3.5
6682,3.33
6687,3.46
6688,3.33
6689,3.4
6701,3.13
6702,3.9
6704,3.06
6706,3.67
6710,3.33
6712,2.25
6714,3.5
6715,3.0
6718,3.2
6719,3.25
6734,3.22
6735,5.0
6736,2.5
6737,3.0
6742,2.88
6745,4.0
6746,3.75
6748,2.38
6750,2.75
6755,3.36
6758,3.15
6760,3.4
6765,3.33
6766,3.33
6768,3.5
6772,3.44
6773,3.14
6780,2.78
6788,3.0
6790,3.5
6792,3.0
6795,2.5
6798,2.8
6803,2.2
6807,2.0
6811,3.2
6812,2.38
6815,2.78
6820,2.2
6822,2.5
6828,2.75
6830,4.0
6833,2.33
6835,2.5
6840,3.0
6844,2.33
6845,3.25
6852,2.25
6857,3.0
6858,2.57
6861,2.0
6863,3.17
6868,2.4
6870,2.89
6872,2.5
6875,2.67
6882,4.0
6889,2.58
6891,2.39
6892,2.78
6899,2.0
6904,2.88
6908,2.0
6912,2.44
6914,3.13
6916,2.25
6918,2.75
6919,3.5
6927,3.0
6930,2.56
6944,3.2
6948,3.15
6949,2.89
6959,3.0
6969,2.62
6970,2.22
6973,2.65
6980,2.5
6984,2.86
6986,2.75
6989,2.86
6992,3.0
6993,2.38
6997,3.33
6999,3.0
7001,1.67
7003,2.75
7010,2.89
7011,2.44
7013,2.83
7023,2.6
7024,2.89
7026,1.5
7033,3.0
7047,3.0
7048,3.0
7054,2.86
7056,2.71
7057,2.8
7059,3.38
7070,2.5
7073,2.8
7078,2.14
7079,2.4
7081,0.0
7082,2.67
7083,2.38
7085,2.25
7090,3.0
7091,2.5
7095,2.56
7097,3.0
7100,2.71
7104,2.0
7109,2.86
7111,2.0
7113,2.4
7118,3.17
7122,2.69
7127,3.33
7129,3.4
7134,1.67
7135,2.83
7139,2.56
7143,2.0
7146,2.6
7147,3.0
7153,4.0
7154,2.0
7164,2.89
7167,2.75
7173,2.56
7174,2.25
7178,1.5
7179,3.5
7181,2.5
7194,3.0
7198,2.33
7204,2.0
7205,2.8
7207,2.89
7211,2.63
7214,2.33
7223,2.67
7225,2.67
7227,2.78
7228,3.63
7230,2.5
7235,2.86
7240,3.38
7248,2.22
7251,3.4
7252,3.33
7254,2.33
7256,3.11
7263,2.5
7264,2.86
7267,3.8
7269,3.43
7272,3.33
7278,2.79
7281,2.89
7282,3.11
7283,3.2
7286,2.75
7295,2.5
7302,3.5
7306,3.67
7311,3.0
7320,3.5
7325,2.89
7328,2.67
7336,2.75
7342,2.44
7345,3.67
7347,2.38
7348,3.11
7349,2.67
7350,2.88
7351,2.8
7357,3.33
7368,3.13
7369,3.0
7384,3.11
7389,2.33
7398,2.88
7403,2.6
7407,2.33
7409,3.55
7410,2.44
7412,2.38
7413,2.63
7423,3.14
7424,3.04
7427,3.14
7431,3.0
7434,3.53
7442,3.23
7443,2.25
7444,3.11
7450,2.0
7456,3.15
7462,2.6
7473,3.33
7477,3.0
7486,2.83
7491,2.0
7492,2.75
7497,2.5
7505,3.25
7506,3.2
7518,3.67
7519,3.18
7520,2.67
7521,2.5
7525,3.67
7526,2.86
7528,3.0
7530,2.75
7534,3.38
7539,1.75
7543,2.4
7559,3.2
7561,2.75
7570,3.0
7577,3.13
7586,2.75
7589,3.0
7594,3.5
7602,3.29
7603,3.44
7610,2.43
7611,2.9
7620,2.6
7621,2.5
7626,3.0
7629,3.0
7634,2.88
7637,3.0
7639,3.67
7640,4.25
7647,3.92
7649,3.2
7650,2.67
7655,2.78
7662,2.78
7663,3.4
7664,3.33
7685,2.08
7686,3.13
7687,2.86
7688,3.33
7689,2.5
7692,2.33
7695,2.57
7696,2.75
7699,3.0
7700,3.0
7702,2.38
7703,3.0
7714,3.2
7718,2.0
7720,2.2
7721,3.18
7722,2.75
7726,2.5
7727,2.13
7728,3.0
7730,3.25
7733,3.17
7734,2.2
7735,2.33
7736,3.86
7737,2.83
7739,3.75
7743,3.29
7744,2.88
7752,2.83
7758,4.0
7759,2.0
7764,2.57
7765,2.6
7766,3.59
7777,3.36
7786,5.0
7787,3.22
7791,2.25
7794,3.0
7796,3.33
7804,3.43
7810,4.0
7812,4.67
7816,2.33
7822,3.33
7825,2.4
