Request,Average messages
13216,3.5
21409,2.0
21410,3.5
7079,2.89
21418,2.6
25515,4.0
29612,3.33
5037,2.67
31663,2.67
25520,2.78
27569,2.43
5042,3.22
25523,2.6
32585,2.67
953,3.5
25533,3.0
11198,4.38
31679,3.33
11200,4.0
19394,2.38
23371,2.0
21448,3.11
9162,2.57
31691,3.0
13260,3.25
27604,2.71
19413,2.11
3032,3.75
31707,3.0
30448,3.0
5088,7.0
7137,3.0
3579,4.71
3045,3.33
11238,4.25
13287,3.33
7152,4.0
1009,3.6
25589,3.43
11254,5.33
18992,2.86
3065,2.67
1535,3.83
7164,3.0
17408,3.57
3280,3.33
17410,2.79
7171,3.0
17412,3.38
19461,2.5
23558,3.0
17415,3.0
15370,3.0
19470,2.0
19288,2.22
23562,2.6
21523,3.0
19476,2.5
29719,3.0
21530,2.17
9243,3.0
19485,2.0
21535,3.0
27682,2.38
15395,2.83
23588,3.25
1062,3.4
5159,3.17
3112,2.6
9258,2.0
1068,4.2
4957,4.75
27697,3.0
1074,3.67
4275,2.75
21559,2.67
9273,3.0
19514,2.5
15419,3.56
11324,3.13
17469,3.0
17470,2.75
5183,2.2
9056,2.67
31810,3.0
23622,2.67
17488,2.5
17490,2.78
3155,2.86
15444,2.8
11353,3.75
23642,2.67
30223,3.17
5212,3.13
3167,2.63
5220,2.0
14182,2.0
3176,3.29
7273,2.78
9323,2.4
25708,3.0
16914,3.2
5309,2.57
11379,4.44
16132,2.5
7289,2.5
13436,1.89
13437,2.78
1150,2.43
5247,2.78
23744,3.14
31874,4.0
3203,2.89
25732,3.11
31880,2.71
29833,2.33
10775,2.86
27788,2.67
29837,3.33
19599,2.89
9514,3.0
3219,2.5
25749,2.88
29892,2.78
29853,2.56
17568,3.22
19617,3.33
7332,4.0
29894,2.6
7334,3.63
21673,2.4
7340,4.0
14056,2.0
15537,2.89
17586,3.0
29877,3.5
23734,2.89
11448,3.67
9405,3.0
15221,4.43
21696,2.57
15553,3.0
30592,3.0
19067,2.75
11460,3.0
25798,3.5
23751,3.43
23752,3.0
5326,5.0
31951,3.0
1232,4.25
27860,2.33
17621,3.0
21718,2.63
3288,3.33
31962,3.0
23759,2.33
3292,4.8
29918,3.0
11488,4.67
19681,2.75
23779,4.0
11492,4.67
8157,2.33
15598,3.0
30589,3.11
30248,3.0
25842,3.11
2259,3.14
1268,3.88
11509,4.2
5366,4.0
13559,2.5
29944,2.0
23801,2.33
29946,1.75
5674,3.5
30594,2.6
19669,3.4
20352,3.0
21115,2.5
15182,3.25
5382,2.0
25863,3.33
21770,2.71
7436,3.71
22402,2.67
19727,3.0
3862,3.33
27929,1.5
5405,3.38
23838,2.86
32031,2.78
29985,3.13
18651,4.0
19751,2.4
3368,3.33
27946,2.2
21805,2.88
5422,3.29
29999,2.33
15664,2.67
32051,3.0
21385,2.83
3384,3.6
19769,2.38
25919,2.83
32064,2.86
30017,2.4
15683,3.0
5444,3.33
1059,4.0
27737,2.6
11597,4.0
17742,1.38
32438,3.6
19793,3.0
17294,2.67
13654,2.33
9560,4.33
9562,3.56
3421,3.67
15867,2.4
21856,2.8
7056,2.86
30461,3.0
32101,3.0
9105,3.5
5482,3.78
25963,3.25
13676,2.38
23369,2.57
3439,4.0
30064,2.38
915,4.5
32119,2.78
3449,3.63
32122,2.83
7547,3.11
9596,3.0
5502,4.38
3455,2.67
27200,2.4
17795,1.89
23942,2.89
3465,3.67
7566,3.67
24472,2.4
20377,3.5
7580,3.63
26017,3.0
23970,3.0
9798,2.0
1447,4.75
15260,5.0
3498,4.43
19698,3.13
7598,3.56
30621,3.0
10824,2.43
11698,4.17
17843,1.8
25610,3.11
14580,3.0
17850,1.0
23995,2.67
28234,2.75
24001,2.33
24002,3.0
26187,2.89
5572,3.5
32198,2.75
27553,2.33
32201,2.5
7210,3.14
28118,3.15
17879,1.71
24024,3.0
32217,2.5
28122,3.0
19932,3.0
13789,3.0
19934,3.4
30175,2.67
9696,1.88
21988,3.0
15849,3.0
21994,3.13
32235,2.88
32239,2.89
14249,3.8
1528,3.83
22010,2.86
24059,2.38
15869,2.75
26110,3.0
32255,3.63
8780,3.29
13827,5.0
17926,1.0
3329,3.67
17929,1.89
24074,1.33
19979,2.0
17509,3.0
5647,3.71
5648,3.0
1553,3.56
32278,3.33
3607,4.75
11801,2.67
944,3.88
28194,2.89
2651,2.5
32293,2.5
3622,4.57
1575,4.17
22056,3.29
11818,3.0
18695,2.0
9772,2.57
9773,2.33
13873,3.14
32306,2.88
15925,2.33
7418,4.0
1597,3.56
30270,3.0
1600,4.11
24130,2.33
17990,2.44
14920,2.63
15945,2.25
9802,3.29
9143,2.43
1613,3.25
22096,2.0
1617,4.0
24148,1.0
28014,2.4
1623,3.88
24153,2.22
28252,3.33
13918,4.13
28944,2.5
12219,2.83
26213,3.0
20072,2.86
26221,2.56
30318,3.5
20083,3.33
13941,3.38
13942,2.5
15995,2.86
5758,3.56
20095,3.25
1664,3.75
11905,2.75
30338,3.25
11908,4.0
18053,2.33
3719,4.5
21980,2.33
30317,3.29
20118,2.67
11545,4.43
7832,3.5
28313,2.56
30366,3.44
26107,2.33
13987,3.25
5797,5.0
20135,2.14
18716,3.25
24234,1.89
28335,3.0
16048,2.11
30385,3.8
15646,3.0
26294,2.25
7863,4.0
26176,3.38
20925,3.0
11551,4.25
5066,6.0
30398,3.13
5824,4.83
21539,3.0
16331,3.2
24182,2.0
22214,1.6
12577,3.0
28361,3.33
6059,2.14
9935,3.0
19971,2.33
9937,2.13
9938,3.0
7891,4.0
11989,2.0
3802,3.57
11995,2.75
24285,1.63
20191,2.0
18145,2.71
30435,3.11
24293,1.86
22248,1.67
20434,3.0
22254,2.33
14063,4.0
22256,2.0
30452,3.0
3829,2.0
1782,2.44
9975,2.86
6613,3.0
26364,2.13
21882,2.71
16126,3.13
9985,2.0
26370,2.4
3843,3.17
7940,3.44
26375,2.13
16137,2.5
24330,1.71
22283,1.63
3854,3.2
22288,2.0
1814,3.89
3864,3.67
18201,2.88
24346,2.2
18203,2.14
10013,2.29
28447,3.67
10017,2.0
6107,2.0
28454,3.0
14300,3.0
20271,3.0
28465,2.29
26419,2.38
1845,4.67
22326,3.0
10039,1.89
5944,2.33
28475,2.57
20288,3.25
10049,2.5
3906,2.33
5957,2.22
26438,2.25
8008,2.67
6796,2.0
24395,3.0
22357,3.0
32057,2.78
16217,3.2
5775,3.2
28512,3.0
3939,3.63
16229,2.33
3942,3.0
5992,2.07
24429,2.86
24435,2.44
24438,2.33
14203,2.89
18301,2.71
1919,5.4
28544,2.89
20353,3.13
10114,2.29
1926,4.0
25921,3.0
1929,4.25
26506,1.71
24461,2.5
14225,2.71
11587,3.71
16295,2.5
18327,2.5
12184,2.67
16281,2.14
23865,3.0
28574,3.5
1951,4.67
28577,3.33
32676,3.0
326,2.67
8102,2.67
31729,3.0
30633,2.89
20394,3.8
22855,2.33
16300,3.5
8109,3.0
32688,4.0
12211,2.0
20404,3.8
16310,2.14
6073,2.67
671,3.67
6474,2.0
14270,2.86
6080,2.6
26564,2.8
1989,3.33
28614,2.63
18375,2.33
18376,2.78
16329,2.33
18378,2.67
10187,3.0
6092,2.14
12237,4.0
16334,3.5
30671,3.33
22571,3.0
16338,2.63
16339,2.43
2006,3.0
16343,3.0
16344,2.83
16346,3.33
17743,2.22
26588,2.0
20445,3.43
29349,2.4
24544,2.5
24545,2.63
16354,3.25
27644,2.67
4074,3.78
6127,4.0
26613,2.5
30710,4.33
23209,3.5
30712,3.67
24569,2.25
16380,2.89
19114,2.4
22530,3.0
18437,3.0
4102,1.83
14343,4.0
18443,2.5
14348,4.0
4115,1.75
2734,4.11
8218,1.44
24603,2.33
16412,3.0
29,4.33
31,1.0
27995,3.88
18472,3.0
24617,3.0
6188,3.33
12333,2.5
16432,2.29
16435,2.5
2100,3.11
18460,3.2
30777,4.0
11595,3.43
29706,2.75
17119,3.5
4159,2.29
29212,3.0
2113,3.0
22597,2.2
26695,3.67
6216,2.0
30795,3.67
4173,2.63
4176,2.63
8273,2.33
26709,3.0
16470,2.67
14423,3.33
22616,2.75
16474,3.25
4188,2.14
94,2.5
28771,2.5
16485,3.17
8297,2.33
20588,3.25
8301,2.0
4206,2.14
12989,2.56
14452,4.0
4214,2.11
6263,3.0
120,3.14
7369,3.25
2174,3.5
3093,2.0
12416,2.75
10944,3.25
6275,2.67
8329,1.5
20621,3.22
10388,3.33
26776,3.5
16537,3.0
24730,3.14
2415,3.38
14492,4.78
4253,2.0
24737,2.0
14499,4.0
26788,3.0
12457,2.67
22699,2.86
26796,3.0
173,3.71
21192,2.67
25971,2.71
8372,2.67
8373,2.38
6857,3.13
8376,1.67
8377,1.89
4282,2.6
14523,4.5
14526,4.83
26815,4.29
12482,2.57
2243,4.0
198,4.0
20679,3.0
16584,4.0
30921,2.6
10444,2.44
206,2.78
6353,3.75
26835,4.29
2261,3.25
214,3.29
2263,3.33
6361,2.25
22747,3.0
30941,2.71
10465,3.0
2277,3.83
14806,4.0
16617,3.11
30954,3.8
12524,3.11
14574,3.0
4335,2.0
242,5.0
723,2.43
16628,3.4
20862,2.43
18679,3.0
26873,3.8
22778,2.5
12539,2.75
12540,3.33
6397,2.71
14591,5.0
12544,2.33
26882,3.11
2312,3.83
4361,2.0
18699,2.89
18701,2.67
6189,3.44
15747,3.4
8469,1.89
16663,4.33
28952,3.13
21559,2.5
28954,3.0
6430,2.88
22917,3.5
24624,2.0
20772,2.56
6438,3.2
20775,2.4
10537,2.5
24875,3.0
8493,1.63
12590,2.5
28975,3.67
304,4.43
21896,3.0
10546,2.5
2099,1.5
8500,2.5
309,3.22
24887,3.33
28985,3.14
5855,3.0
31036,2.67
2365,3.29
16096,3.86
4420,2.38
2373,3.75
4423,2.0
29001,3.0
29344,3.67
12619,2.86
24908,3.14
338,3.25
2387,3.0
24357,3.67
12630,2.75
20537,3.57
6488,2.5
11059,3.25
20828,2.0
6493,3.22
24757,2.5
4496,2.75
26978,4.25
22884,2.89
18789,3.25
2407,3.71
12648,2.43
366,2.0
6511,3.12
26995,3.5
22900,2.57
12665,2.88
14129,3.33
11674,3.0
12673,2.43
18819,2.75
19862,2.71
22918,2.33
32133,4.0
10633,2.67
2447,3.83
16784,2.86
8593,2.17
31127,4.5
27032,4.0
31131,5.0
30497,3.2
12702,2.8
22943,3.5
20896,2.4
14753,5.33
8617,2.33
10666,2.5
18503,2.0
429,3.5
10670,1.0
31156,3.13
2487,2.88
31160,2.71
31162,3.11
12733,2.78
27071,4.25
13728,3.0
23121,2.33
16801,3.5
24770,2.0
27086,4.11
24653,3.22
8886,3.0
8661,2.25
4566,3.17
471,3.86
10716,3.0
20962,2.5
1787,2.5
31205,2.83
27729,4.0
488,4.33
8681,1.67
7591,2.33
4588,2.63
14829,4.89
29169,3.0
10738,2.89
30121,3.25
27132,4.57
4605,3.5
5868,2.25
18944,2.57
2561,4.0
31234,2.67
25091,2.89
14852,4.0
29190,2.78
22273,3.0
23049,3.14
30978,3.67
3503,3.0
2573,2.75
16910,3.0
16813,3.13
27155,3.13
6677,3.75
29206,3.0
836,3.5
25348,3.11
21935,2.67
21020,2.6
2589,3.56
5893,3.57
8736,1.78
10792,3.17
6919,3.75
25136,2.56
31284,3.63
27192,3.44
8763,2.11
21053,1.88
2622,4.2
19007,3.14
4674,3.43
19015,1.0
14921,4.88
6730,3.33
8779,2.0
19020,3.67
23119,2.86
6736,3.13
27217,4.13
19027,3.71
596,2.75
14936,5.0
19035,3.11
8796,1.86
18874,3.33
101,2.83
10849,3.2
12898,2.5
19899,2.75
6757,4.0
2662,3.56
12903,2.33
10858,2.0
31339,2.0
21100,2.33
31343,3.0
21107,2.5
12916,2.0
15465,3.6
23161,3.0
6786,3.0
2691,3.67
21124,2.56
17030,2.9
10887,3.38
10888,3.5
4745,3.0
2699,2.6
25228,3.29
27279,3.25
14995,4.0
25237,4.0
31382,4.13
13616,2.75
4762,3.13
27077,4.33
8864,2.33
4772,3.33
23206,4.63
2727,4.0
12968,3.0
4777,3.29
19116,3.5
15022,4.5
31456,3.5
689,2.22
690,3.0
17078,4.0
8888,3.33
25277,2.75
31424,3.0
11723,2.75
8903,3.6
17618,3.75
17097,3.14
716,2.4
19150,3.0
15057,4.17
2771,3.67
23756,3.0
4558,3.25
19159,3.25
22020,2.5
29135,3.0
22256,3.38
10974,3.2
12069,2.22
27360,2.43
19579,1.38
23271,4.43
23278,3.67
2803,3.11
2804,4.25
27381,3.63
3881,1.67
32212,4.17
8956,3.33
8959,4.0
768,3.4
19202,3.0
27396,3.67
8965,2.5
2823,4.14
7561,3.11
28119,3.75
4877,2.71
15122,4.11
19219,3.0
31510,3.25
31514,3.5
2844,5.0
4895,3.11
800,3.88
31523,3.44
25382,3.5
19239,3.25
17193,3.0
17194,3.0
9506,2.2
13100,2.75
15149,5.0
2092,2.75
4912,3.13
17203,3.5
29495,2.5
19258,2.88
13115,3.0
2877,3.44
9022,3.0
31552,3.0
9026,3.25
29508,2.78
2885,3.0
19271,2.67
15178,1.86
4939,3.0
9036,4.33
9037,3.75
21987,2.0
19283,1.67
6996,3.33
19285,1.86
4950,3.38
21336,2.4
25433,3.88
1167,3.33
15197,2.0
31584,4.4
31585,3.5
21346,2.75
17211,3.8
25444,2.89
15205,2.38
9062,4.4
25451,3.63
4975,3.14
16190,4.0
27510,3.0
12777,2.5
25464,3.67
25671,2.83
31612,3.0
3562,2.33
15235,2.67
31622,3.0
21383,2.0
9097,3.43
834,3.0
25486,3.4
2959,3.0
23440,2.83
25490,3.14
31635,3.0
7941,3.22
7062,2.88
15609,3.6
21401,2.63
23452,4.0
11170,3.44
25507,3.22
27463,4.0
26098,3.43
19374,1.5
1181,2.83
27568,3.5
5042,2.5
19380,1.25
29623,2.78
19388,2.11
13130,2.4
21438,2.83
5055,3.0
19392,2.0
5058,2.14
23496,4.17
23372,3.6
13260,3.11
20323,3.33
23507,4.4
985,5.0
19420,1.4
25565,2.88
992,3.43
25569,3.63
2829,3.57
31718,4.75
9191,4.0
11240,2.33
20996,2.33
19434,1.2
13291,3.0
25581,2.0
20989,2.25
11248,2.56
16605,3.5
18259,2.56
21492,2.56
28158,3.33
13302,3.13
1016,4.2
29689,3.25
11260,3.4
3071,3.4
31745,4.0
22762,3.63
29703,3.0
27656,2.86
23562,4.25
13324,3.0
1037,3.67
2221,4.33
21521,2.38
20995,2.5
3092,2.5
31765,5.13
31766,4.0
27481,2.5
1048,4.0
16900,3.0
25627,3.67
31774,3.78
5156,3.29
31921,2.5
31784,4.17
5161,3.11
25643,3.33
19500,2.0
9261,2.11
14493,4.0
29745,2.83
1203,4.33
9268,2.38
5174,2.5
19511,2.0
17466,2.63
26223,2.5
14016,3.0
26805,3.75
13198,2.0
11105,2.88
11337,3.25
23627,3.5
9293,2.4
1105,3.0
15442,3.86
19299,2.11
15444,3.0
19300,2.33
23642,4.33
12815,2.86
11358,2.8
9314,2.63
31844,4.67
31847,4.4
7272,3.5
19561,2.0
31851,3.83
27756,0.0
15469,3.0
9326,3.0
11378,3.0
15476,3.88
21621,2.57
11383,2.78
31864,4.0
13434,3.2
22719,3.22
11389,2.89
23678,3.75
11115,2.86
5313,3.0
27787,3.0
6338,3.33
10268,2.83
9359,2.2
1168,3.38
31890,2.17
8253,2.0
3224,2.75
23707,4.11
5276,4.57
23709,2.78
9378,2.0
13475,3.5
13478,3.29
31911,3.0
15529,3.44
31915,3.38
10951,3.0
15535,4.14
1200,3.78
17585,3.0
9395,2.0
25781,3.67
7351,3.13
9403,4.0
5322,4.0
18275,3.0
27841,4.0
6391,3.0
25803,3.29
11126,4.0
17609,3.33
1226,4.25
27851,3.71
5324,2.33
30797,3.33
27855,3.8
7065,3.2
21713,2.25
31954,3.4
8398,1.5
31961,4.0
11487,3.38
21730,2.44
9443,2.0
1253,3.33
1257,3.43
13548,2.43
15570,3.0
21744,2.63
1065,3.5
7414,3.5
13561,3.33
9466,2.17
5371,4.17
3384,1.67
3626,2.6
29950,4.43
7423,3.0
25861,3.78
1287,4.0
22743,2.0
21772,2.38
23821,3.57
17671,3.0
3347,2.11
13588,2.25
21781,2.89
7448,2.43
32025,3.25
17698,3.33
25891,4.0
27945,3.33
7466,3.0
23851,3.22
16771,2.88
9519,2.86
3376,1.56
17714,3.11
5427,4.0
21253,2.71
32055,3.25
11092,3.0
25913,4.0
3388,1.75
25919,4.0
3392,1.67
1348,3.83
13639,2.83
23880,2.33
23881,3.33
32074,4.0
32075,4.13
1357,3.75
13197,1.33
3408,2.0
18558,3.33
2958,2.67
27991,3.5
12966,2.56
7515,3.29
5433,4.25
11614,3.22
7397,3.25
28003,3.38
7524,3.4
3431,2.0
7529,2.4
573,3.78
15728,4.0
30065,3.38
13682,4.0
29587,3.4
11636,2.5
9589,2.75
30073,3.0
7549,2.89
30078,3.8
25983,3.17
3456,2.13
17793,3.67
9602,2.75
21891,2.0
32132,3.5
30085,3.6
9606,2.63
25992,3.4
20716,3.56
17303,1.5
11660,4.0
15758,4.33
30101,3.86
28054,3.63
21911,2.33
9625,2.2
7578,2.88
30970,3.83
7583,2.75
15776,3.5
7589,3.14
1447,3.56
5545,4.67
21931,2.67
30127,3.8
21936,2.33
19889,3.0
15794,4.0
9323,2.14
15797,3.6
19894,3.22
23992,4.0
21803,2.5
20383,3.14
18677,3.0
5569,3.75
11722,2.57
5579,4.0
30157,5.0
7630,3.0
17872,3.0
9123,3.78
11732,2.67
4497,3.0
10489,2.38
17881,3.0
10831,2.8
5597,3.67
8101,3.5
28720,1.5
9699,2.56
32228,2.78
30183,3.43
17897,2.44
30186,4.14
17899,2.5
26092,3.71
28141,4.33
21998,2.43
19954,2.25
27219,4.0
7668,3.0
19957,3.0
13814,3.33
22011,2.0
9726,3.11
9727,3.25
31421,2.67
28966,2.4
2967,3.44
28166,3.0
24074,2.88
22103,2.25
11789,3.0
5037,4.0
30224,3.57
19988,2.67
19989,3.0
3607,2.0
24090,3.63
17952,2.0
7349,3.33
9764,2.67
30245,4.14
30246,4.0
22058,2.0
1579,3.13
22062,3.13
30257,3.75
1587,3.87
3638,2.33
15927,3.0
17976,2.0
15929,3.43
26171,2.78
3644,2.67
32317,3.0
3647,2.14
5696,3.5
32352,3.22
22082,3.8
6411,3.0
20036,3.0
30646,3.63
1606,3.71
29281,3.0
30283,4.5
11852,2.44
13904,2.88
26196,3.0
3671,1.38
736,4.0
16997,3.0
18016,3.33
24164,4.75
7784,3.22
9837,3.63
28270,3.22
3695,2.33
24851,2.75
3701,2.0
8393,1.6
1078,3.0
3711,2.57
22464,2.33
32386,2.67
26245,3.67
26246,3.57
30657,3.89
26248,2.63
7818,2.75
7106,3.44
18262,2.0
24210,4.0
15059,4.63
16023,4.0
20123,1.89
3740,2.0
9889,3.0
1699,2.25
26279,2.33
7419,3.33
32427,3.75
3757,2.5
13998,3.43
23155,3.0
1716,1.88
13257,2.57
18483,3.0
7868,3.0
16061,4.5
1726,2.4
3776,2.43
12532,2.8
28362,4.5
4727,3.0
20173,3.0
18948,2.63
1747,2.25
7893,3.0
28375,3.5
22234,3.0
11995,2.75
28383,3.44
24288,3.44
16098,3.8
22245,2.78
26343,2.14
1768,2.38
12009,2.14
7915,2.88
28396,3.33
14061,3.33
12016,2.57
3825,1.89
5879,2.5
14073,4.13
16123,3.83
28412,2.44
16341,4.5
1792,2.33
16129,1.75
16130,3.78
18179,3.38
22277,2.88
22279,3.33
7945,2.86
10199,3.13
13699,4.17
31362,2.0
24334,3.89
301,1.0
28432,3.0
24340,3.71
12053,2.75
16151,3.67
18200,3.5
19076,3.22
24347,4.67
12061,2.67
18736,2.63
1828,2.0
8838,2.14
28455,3.57
1833,2.0
26411,3.33
12077,2.78
28462,3.43
5935,2.0
28464,3.57
18225,2.83
18228,3.8
4153,2.0
17033,2.89
16184,3.71
31028,2.0
18234,3.0
18235,3.0
9866,3.33
14142,3.56
16192,2.5
20292,3.14
12101,2.5
24390,3.83
30537,3.67
5995,3.25
12108,2.44
22351,3.5
1873,2.5
16210,4.67
26595,3.25
8021,4.0
12118,2.83
1879,2.13
20313,3.63
20319,3.2
30560,2.5
28513,3.25
315,3.14
28517,4.5
5991,2.88
15676,3.2
5095,3.38
30572,3.57
8053,3.11
26489,3.56
16250,3.86
5383,4.11
12161,2.13
10902,3.33
10119,2.0
12168,2.78
24458,3.5
1687,2.3
14223,3.25
1936,3.5
28566,4.25
3992,1.5
18756,3.29
16568,3.6
31045,2.0
22433,3.5
26530,4.2
20389,3.67
4006,2.44
16298,3.78
12205,3.25
32507,4.0
14262,3.25
10167,3.33
5108,4.0
16314,3.83
20411,3.33
12000,3.0
18366,3.14
8128,3.0
20661,3.5
14275,3.63
21494,3.0
13985,4.0
6088,2.75
14288,4.0
28629,3.67
30679,2.38
11599,3.0
16348,3.83
24543,3.44
4064,2.67
32737,2.75
32739,2.5
32741,4.2
28647,4.5
28658,3.57
18419,3.0
6138,2.44
18431,3.11
12287,2.33
28672,4.0
14336,2.0
10243,2.78
10245,2.25
28679,4.2
20488,3.6
26634,3.29
2065,3.25
26643,3.56
16404,2.5
10263,2.33
12315,3.29
22556,3.63
28701,3.5
2079,4.0
12320,3.5
25947,3.33
2086,3.22
2737,4.0
16426,3.5
20487,3.71
30764,2.0
26670,3.5
10589,2.78
30768,2.4
8242,3.0
14003,3.33
28725,4.44
16441,2.78
8799,2.38
18492,3.57
16437,3.0
18494,3.2
20543,3.33
17731,3.88
22597,4.0
20551,3.0
12360,3.86
12983,2.0
22605,4.75
15783,3.33
30799,2.0
6227,2.69
19470,2.0
6841,3.17
10332,2.78
16741,2.71
20578,4.0
24349,3.17
22630,4.0
8209,2.57
104,2.67
25304,2.88
28783,3.83
13672,3.0
28786,4.22
20599,3.13
2168,3.0
24699,3.86
12415,3.5
30851,2.5
