Node,Load of node by messages routed
12912,34
1711,34
28337,45
9907,39
16060,147
30406,79
5409,54
9928,29
31352,13
16092,59
28381,22
9951,9
14052,57
9958,10
16104,53
5865,221
30446,41
24313,89
1786,59
5883,30
18173,121
7934,176
18176,40
1796,31
20231,148
32522,129
9995,114
1805,46
14099,49
7956,60
14102,13
26393,104
24347,36
14108,21
24350,10
28452,29
32555,40
20273,27
32563,28
28468,34
24377,37
5949,57
14148,50
18401,87
26252,42
5964,18
1875,66
24419,26
22379,202
8050,57
30015,24
26660,59
18306,99
30597,88
26510,75
24467,67
26526,33
6049,117
6054,10
28999,16
6062,67
32688,75
16306,139
9203,55
30644,40
4021,103
20414,86
10182,97
12237,146
10190,43
24527,74
30673,51
4065,46
26595,69
28644,53
8166,77
8169,35
2031,41
2035,52
18421,29
16374,82
24567,70
22521,113
4094,39
9,61
4107,51
8204,53
12310,202
18463,24
12326,23
14376,53
21551,37
30767,68
28720,87
12337,32
22579,101
28733,14
14400,82
26689,46
20552,83
4169,57
28750,26
28766,8
4191,12
4194,15
106,66
10348,62
8301,63
4209,42
4213,14
12408,78
28796,71
12417,14
22659,29
12424,20
30858,73
4241,42
20632,105
18589,92
6303,105
12451,70
4260,44
8358,86
16556,101
16559,12
10424,74
20668,43
20670,20
10439,25
6848,18
219,84
22748,67
20702,20
4320,73
18470,35
27345,43
4330,13
14573,97
2292,125
10486,61
10487,25
6392,58
30976,89
2306,24
267,107
16653,58
3119,39
4380,77
26909,100
24865,51
14633,52
8491,106
28975,91
6449,28
2358,64
7221,87
8512,29
14662,53
8520,22
18761,125
24906,60
20816,122
10586,55
6491,24
4446,78
29030,48
18795,60
31091,98
15764,88
2795,74
31113,67
22928,95
10648,33
29081,56
10650,25
413,101
6565,51
16808,76
29101,34
2478,68
27061,132
6583,27
2498,31
29132,42
10706,40
14806,72
16858,69
8668,114
29149,22
12766,207
16863,72
25056,110
25062,6
27115,51
25068,26
18929,95
7934,135
12790,61
18941,11
513,93
8706,56
517,19
29192,55
23049,63
8718,13
8725,19
25110,64
2590,56
21028,108
18983,39
6706,67
23091,104
4661,101
2615,31
23096,15
579,65
31302,141
31304,39
14929,94
29269,69
21088,56
23138,60
25190,60
14953,26
19055,66
630,36
19064,26
2682,79
17034,71
31378,81
19096,45
29337,75
666,43
27299,118
682,54
29355,41
31404,25
12974,126
12976,13
6833,123
15031,50
29373,61
4800,35
21186,86
23236,121
6860,30
26744,25
8914,112
31447,63
25313,93
4835,31
21220,48
4842,37
10987,112
2796,26
13043,111
757,75
19192,82
25355,26
17165,113
6926,57
27408,63
21266,88
17174,29
8985,90
25373,42
6943,25
27426,44
31524,74
31528,59
9001,29
19243,45
2884,71
29518,78
15190,132
17243,63
11100,59
15203,23
869,68
27494,80
25448,71
4973,93
25456,12
15217,24
885,30
17270,22
4985,32
11132,25
23437,189
31630,113
2962,69
25491,78
5013,20
13206,97
17309,41
5025,12
930,75
21413,90
29609,79
15275,32
22685,43
10670,39
5049,55
9146,154
26783,38
15293,19
7102,150
11199,56
17344,56
9156,78
7111,34
19405,92
11225,29
11234,31
25573,78
19431,29
15336,79
19436,15
23533,157
3056,80
25768,38
5106,21
29687,62
15353,53
17406,36
3072,15
17419,30
29708,21
5146,32
29725,26
29728,22
19493,65
21548,118
25646,58
11311,55
10760,41
25650,13
13365,188
13366,12
1081,100
13370,46
17488,66
26808,39
25692,16
27749,153
5229,74
5230,16
25711,45
5232,13
25716,12
29837,124
5262,51
5264,20
14190,28
13466,57
25756,37
27809,39
11019,52
16583,44
17580,53
13490,38
3251,78
11452,65
29885,58
15550,109
1215,139
11459,18
5316,64
11464,13
13513,58
9423,179
1246,26
29925,23
19686,90
15599,42
11504,83
23793,150
1266,29
13558,78
25847,74
7423,99
1282,84
15624,48
5400,51
25883,9
25889,17
7458,34
3366,83
24796,170
11562,61
29997,28
25903,21
17713,148
21813,203
7482,28
17725,20
32063,179
3392,55
25923,64
25933,12
30035,100
27996,144
27999,45
7524,51
3431,56
11628,66
17774,47
21871,58
19825,111
2963,20
7548,31
7550,17
13695,97
25989,35
30099,68
11668,45
5533,123
7587,33
32167,95
3496,46
5546,26
1451,138
7598,20
23990,166
19897,53
7612,17
24001,14
13899,24
32203,76
5580,50
17314,33
7634,36
17882,70
26076,59
15841,79
7656,45
7661,42
28829,65
26097,35
5619,51
11519,25
10837,87
32260,30
5641,40
22031,91
24082,121
9754,205
28188,136
32285,55
9759,18
22048,29
30255,89
11828,144
3640,139
15932,83
13890,119
3653,21
26184,81
5707,90
25461,7
26194,27
26195,14
18004,100
26197,27
18007,21
3684,81
9821,61
22114,106
1636,100
11879,43
1642,7
13944,19
4031,22
30334,64
28289,64
26251,61
18063,44
11920,99
13970,45
8131,34
26267,48
11932,96
13986,34
5795,90
30382,72
1712,91
9906,59
1716,14
30389,30
9918,28
1727,63
30401,31
16067,98
4726,52
5831,52
24266,104
9948,63
32480,118
30434,39
18151,111
9960,21
32494,44
24309,54
16122,67
5883,51
26364,103
25898,16
20222,187
9991,46
3850,91
24331,87
22288,162
20246,16
16156,49
5923,70
30501,54
20265,34
20268,27
22421,24
24386,79
26437,71
24391,15
24396,43
10062,48
14161,91
18262,111
8024,77
8026,17
9872,45
14184,28
3945,80
14186,13
20331,38
24429,75
10094,41
3954,36
3955,35
28536,133
24443,52
30593,100
1923,101
14044,87
26502,42
22409,99
28557,51
15000,33
20373,74
26521,40
32671,123
6048,99
16290,66
5105,29
4008,81
15346,20
32688,54
6071,63
8120,110
30652,52
29002,32
22462,62
24511,67
10176,100
10179,32
30661,53
31395,54
30676,38
8151,6
10203,44
18400,110
16357,85
2022,93
20455,67
14315,104
18414,45
26611,70
8185,42
26620,27
4778,32
26629,37
4103,36
30732,80
22542,46
6172,57
24607,49
26661,45
22569,43
6188,72
8237,81
26675,32
14389,68
30778,31
59,81
16096,17
10303,112
6839,11
80,16
18517,308
12985,15
16473,126
2138,139
28769,86
2150,7
12399,123
2165,44
24694,50
30843,69
26753,35
14467,92
20612,140
5484,34
6824,45
12428,35
4240,86
20625,16
12443,48
18596,52
14504,31
22698,148
20652,21
28846,75
10415,73
4279,40
26996,39
10433,37
22723,30
14543,47
18644,22
30933,94
20698,47
18660,46
10482,48
26872,56
22783,59
14592,47
259,116
32265,80
24843,140
8460,94
14040,67
6421,34
280,70
281,22
12573,72
22514,28
29129,74
20775,68
2349,30
30429,74
16688,54
8497,29
4403,103
22837,55
26935,66
20792,34
2363,44
16703,30
9952,24
12610,47
4420,28
17463,76
17469,27
10578,59
22868,19
16725,25
8535,25
29023,32
20832,56
24929,102
6505,100
8594,51
19516,66
6516,36
14710,140
31099,117
18812,97
12678,35
29063,88
16782,81
24018,229
14738,70
22931,76
22932,16
12699,36
16799,41
12711,44
25008,69
434,101
22968,69
9973,38
6595,94
8645,51
14790,86
18888,77
14793,64
17064,124
29132,43
31187,93
4566,105
10713,102
31209,70
18926,52
24318,37
18935,44
27128,102
27130,17
20987,91
10325,5
16898,31
23046,58
32172,62
25109,129
21014,32
541,75
25350,58
18983,31
20233,56
12857,60
27194,49
23107,72
25157,41
25162,24
27228,27
16992,53
21093,54
4710,121
6761,87
25198,64
29296,91
626,46
6773,12
24844,29
27257,33
14973,132
14979,15
8847,121
658,23
19098,85
111,53
15005,34
10915,26
2502,137
27302,43
23208,92
23209,45
6827,34
29366,44
12983,23
6841,17
21178,114
6848,34
8898,42
17092,35
15045,88
17094,31
13001,32
27344,38
725,57
727,13
29407,65
31460,171
15079,64
21224,30
749,45
10990,70
8949,41
29431,22
8953,12
21242,62
764,32
27389,65
25349,128
774,43
8967,38
17167,89
8986,49
797,27
1840,16
23330,96
8998,46
29490,42
11416,59
837,26
29513,46
6987,63
11085,62
31569,64
3555,17
27490,83
17256,49
17279,15
23428,24
11145,52
31673,91
2966,174
15255,133
5016,185
5017,19
24581,132
17314,49
23463,70
19368,140
13231,199
25524,120
29624,106
25529,40
9146,97
17339,69
5055,25
15296,76
13249,46
31684,18
21445,91
2551,114
17357,35
15311,57
5083,37
13278,80
19424,54
31718,88
15339,87
1014,107
1023,14
23552,91
27653,118
1030,39
1036,20
19472,26
29724,43
7197,77
25635,91
11301,83
27693,74
3127,111
29701,89
5181,108
19521,12
17475,40
31814,75
23626,64
19534,42
31832,39
11357,67
31838,33
9311,104
23650,23
14186,60
23684,47
3207,90
21641,83
1162,72
31894,34
3224,87
9378,55
19621,96
7345,102
7350,21
17594,99
28533,76
15555,142
1225,20
5325,88
19666,45
5331,36
1236,18
21719,85
25816,84
17704,17
21730,45
15589,50
17641,50
1270,68
15611,24
11517,54
15620,28
15622,24
29959,151
25876,66
32025,112
13595,139
9500,104
17693,77
13601,35
7461,64
27942,127
29991,127
25896,44
7467,29
30601,35
32060,43
1342,87
9540,57
25927,50
5448,54
13645,62
13957,17
13649,40
19798,66
9561,31
9565,46
5478,29
21393,49
21868,93
9589,23
32118,42
32133,40
21895,9
15756,118
1424,70
1603,56
1430,36
15769,52
9627,68
28060,71
17823,101
21921,45
28067,37
11685,82
7590,65
26742,81
21942,9
5567,91
30283,139
32206,43
19922,91
21971,35
3543,124
1496,78
24028,12
24034,31
7651,107
13798,86
3565,20
3566,29
26104,125
19964,66
26112,13
22023,51
28169,121
13838,26
16643,119
19989,39
28186,23
26144,37
17955,106
22057,50
24120,59
32315,43
9791,98
6411,159
3653,78
11849,114
32331,57
18006,93
7097,119
7769,80
26202,73
9824,79
11873,43
30306,34
11877,20
24169,33
20413,72
9840,28
13938,95
1655,46
11899,17
13948,13
18709,60
30338,58
32389,50
17345,19
11912,19
22153,63
26253,83
24206,23
2328,111
7827,89
16020,162
26265,39
5792,184
28322,73
5403,49
28325,6
24230,31
11548,27
285,69
26300,65
22214,32
9937,79
28373,47
11990,101
24280,54
5850,58
16093,60
22240,52
1763,55
32492,96
11560,52
14067,35
20212,158
5877,50
5879,26
24314,58
16124,22
32509,25
9982,21
16129,22
12041,37
9994,15
29315,12
3871,112
32544,39
10544,99
10026,31
1834,46
14124,71
3888,37
28979,84
28469,93
5946,44
8501,21
10054,44
12103,41
10071,30
30555,75
10079,24
32609,66
32611,45
16231,94
8042,124
10091,62
26476,132
30573,36
5998,68
20336,53
10101,41
1910,84
6008,62
20346,63
14204,53
24450,84
30595,51
26501,46
12169,85
20362,32
8077,37
22421,124
10134,22
10135,16
22852,23
29338,22
10907,119
26538,48
26539,17
12205,46
28591,95
12210,35
10173,67
20414,13
20419,58
8134,47
6135,22
2002,44
30683,66
6109,120
22495,44
32739,108
26598,22
6121,33
12968,118
26610,26
28663,82
4092,155
14048,30
14335,141
4099,58
16391,33
24584,25
12,105
7172,61
22555,14
8221,75
6175,118
14370,88
18467,113
25265,84
22536,9
26674,81
12339,76
6204,16
6209,26
24649,35
14421,122
16475,78
4194,58
20583,205
18546,57
10355,129
22653,135
2177,68
12426,89
22674,26
15863,63
4246,34
21964,64
28836,186
24743,81
24605,22
4274,55
10421,77
2232,41
28857,87
5151,121
188,98
5152,23
18626,39
26821,139
20681,60
6346,73
12491,60
2253,77
10451,87
213,39
12502,51
16612,78
8421,123
18664,39
16618,40
16620,18
24816,77
2300,23
22783,31
12545,69
6411,74
16666,46
24864,58
8498,96
6195,21
6462,50
12608,59
17120,72
6473,13
4430,25
6480,33
7907,19
22869,99
31065,148
4443,16
2396,60
18782,72
31074,10
6499,97
12644,96
24636,24
17810,73
18801,37
10613,122
31098,28
24955,48
8257,93
24970,31
31125,27
20888,130
410,114
10650,23
27041,108
4517,42
29096,173
13724,27
2475,73
2479,30
4530,49
435,82
16824,71
30111,92
20927,44
27075,34
10692,96
31173,62
8649,82
29134,48
29136,15
8662,8
16855,32
29146,32
27099,43
20961,43
20966,12
16879,63
8691,27
20985,29
27130,41
16893,23
20997,25
25096,130
11692,110
2572,57
16912,21
539,111
29215,43
23073,13
16930,19
16934,15
18991,148
4656,99
26035,26
8756,81
14902,82
4664,41
21057,91
8770,39
2636,55
14933,20
14938,66
14941,21
14947,61
17000,41
4715,34
6770,173
8822,48
19066,59
4731,15
27260,129
23165,115
2686,20
13875,101
25222,115
23180,49
653,100
8846,36
27294,55
17059,42
31857,82
27304,39
8874,30
689,35
21171,119
4790,84
698,31
21185,60
4803,35
17094,12
13000,202
31433,137
4813,12
6863,128
2770,72
8915,84
29398,103
727,50
31449,43
730,12
4832,55
10983,190
15080,161
23276,56
19185,102
765,48
31495,24
31500,29
23316,58
17075,19
10031,97
16858,17
2846,55
8667,10
25382,87
23347,24
15156,56
2869,18
29494,42
21303,132
15166,46
17219,62
19254,70
17228,14
15842,36
13139,92
29838,16
19298,27
9060,102
14822,264
15786,54
2936,58
11134,54
4991,68
13185,64
7044,113
23430,105
25479,88
907,103
19340,67
11151,25
2964,63
23454,39
29509,48
29602,42
9129,64
25521,56
31668,60
11208,45
13259,60
1186,92
21454,110
29649,57
13271,19
21465,15
15326,63
7333,47
31712,70
29673,31
21484,29
9199,82
15348,72
25598,54
17412,129
11273,64
1035,89
11285,8
7195,15
21534,51
28165,55
7200,46
27683,205
23593,94
19498,88
9259,88
9261,44
23048,130
11316,60
7221,24
15415,69
11326,38
15425,43
19528,67
1097,35
11106,43
21582,59
3154,102
29780,53
9305,49
23056,20
13411,126
1128,23
20019,68
21623,43
3263,15
21628,17
29822,29
27777,125
15502,77
11416,72
23712,111
25762,116
13477,79
31910,36
25769,64
19627,45
15540,43
3254,53
19642,22
7610,49
18635,10
29901,67
7377,42
5335,127
3291,52
29916,45
9442,88
19665,23
15600,62
11509,113
1271,67
5379,67
23812,88
9733,30
32017,87
11547,48
17694,138
1311,62
15579,34
13610,112
15660,61
19757,87
7472,54
9523,56
21820,118
3391,47
1348,36
7504,25
19800,75
22756,37
25953,64
25959,17
13672,32
1399,55
21885,44
1406,4
1410,24
29249,41
25992,32
23954,122
1428,50
17814,20
32152,28
23962,20
9627,44
28060,139
17823,57
26026,86
19884,67
26032,13
21939,48
1466,78
28091,49
9660,50
26054,28
24008,78
28105,40
32202,89
17868,46
28110,37
13775,65
15825,43
9682,30
19923,51
32215,25
9690,9
17884,44
26081,42
7650,35
26084,14
11750,76
32232,40
26089,16
26090,28
9713,48
19959,46
30205,116
5636,135
5637,25
19974,21
3595,145
16302,60
26136,57
5664,52
32292,60
15909,22
18012,123
7723,86
3635,43
28214,72
1595,135
32319,44
30279,58
13899,20
13902,12
26191,24
32336,40
9816,73
24156,124
7775,45
24160,25
32353,43
26210,71
14267,113
20076,43
11888,101
13938,96
24179,22
1652,24
15991,107
5752,81
3710,83
30336,55
9857,71
2667,31
11913,27
28301,83
30353,32
26259,65
20118,61
7831,71
1696,94
24238,103
7856,22
11957,77
7869,24
11968,9
11980,12
14031,111
14035,26
7892,20
24281,35
30435,73
16101,73
16106,52
30444,40
12014,119
28400,92
3828,49
28414,9
7935,20
7937,12
18179,99
28430,56
24340,67
18202,16
32541,126
14114,52
18211,47
24363,19
4402,57
5935,155
7988,63
10037,25
20278,127
26428,82
14141,60
18242,39
3907,63
30545,104
22355,221
18268,52
24413,152
5987,94
16230,50
24424,92
12137,114
24428,93
3955,10
30581,65
26489,75
8058,45
10107,71
20349,85
18303,61
8073,22
23049,13
30611,48
1633,44
28573,105
32670,92
26530,34
8105,30
4014,43
4015,21
22450,30
8123,34
22465,29
26562,48
30667,81
12244,92
4053,28
16342,39
14296,66
17252,23
12251,26
14301,28
30689,98
32119,53
4068,18
10215,70
16361,46
26609,34
22516,30
2045,170
24574,127
2731,95
24582,27
22535,63
30731,47
2065,68
20,91
20502,26
10264,100
12320,36
28705,105
30754,43
4141,15
14385,66
14388,8
18489,90
12374,53
24663,93
28763,27
30813,42
30815,21
14434,44
20497,170
28780,28
18548,34
2169,54
6267,133
26748,88
24704,35
8321,109
10377,73
16524,125
2189,31
30862,52
16531,46
28821,38
22678,61
30874,44
28831,14
8355,18
20644,84
10409,42
26796,42
30893,28
28849,42
20661,20
14518,35
31775,10
26812,50
4129,93
29388,111
26829,19
28879,36
4306,113
6355,102
26839,22
20696,46
28890,65
6367,44
2276,99
14568,35
28028,81
30961,58
26870,43
15401,84
12537,129
22778,100
24830,75
12545,26
8456,75
2319,38
8468,16
8469,22
14616,105
6426,113
14619,60
31005,47
4385,83
290,96
24875,75
31021,28
22830,40
20784,97
12594,38
8505,53
8509,23
10562,37
20803,29
22852,72
8929,55
2377,30
18763,47
22585,94
20826,59
26971,88
31069,40
12638,55
12641,9
13371,53
12646,31
8553,27
28391,37
14700,99
14702,32
6517,76
4478,84
6532,47
4485,16
16780,182
4500,12
20887,72
16796,48
10655,61
24992,56
421,113
12710,59
10665,51
10666,46
14765,79
27056,94
27058,22
27062,11
4542,72
27071,38
29126,140
4553,32
22986,115
8662,118
4581,36
29168,30
2549,110
15429,52
2567,33
6664,103
8714,59
12815,80
18960,108
16923,99
21595,97
17067,79
23078,90
31271,115
17500,66
4651,68
21042,35
7603,60
10807,108
27196,79
28426,50
2632,55
2633,18
19021,107
19037,24
16995,35
14949,100
7953,29
14956,20
14960,35
627,112
14964,31
25211,98
8833,82
10887,36
6793,83
23182,91
23185,27
25369,35
21145,39
19102,61
19106,17
15131,42
6827,50
17076,30
14452,21
15036,75
8893,43
8894,12
31423,77
6848,39
706,63
15045,51
10956,98
27344,105
10973,27
19169,146
21221,70
31467,54
6894,56
25332,72
29429,68
21239,40
11004,55
769,88
17157,57
13065,155
17162,32
15125,98
4889,123
17199,49
29475,45
22804,18
9007,85
13105,84
825,75
23356,102
25416,39
6284,24
9034,93
23377,58
29526,55
11109,89
17212,34
31595,93
9077,29
27514,96
17276,24
13192,46
11148,42
25486,63
21392,91
5273,35
9112,46
15261,115
9118,15
2976,39
27556,42
13221,50
15270,35
15275,15
17324,85
15277,13
17329,15
950,111
9144,46
958,38
23497,75
17358,35
3027,20
25557,81
23510,31
5090,136
15331,39
996,73
11238,85
23527,46
11241,10
29676,127
9198,54
29681,33
10604,18
17403,52
2902,88
9230,19
31760,92
11281,56
13333,59
31132,54
13343,13
23586,37
14513,89
9257,20
7219,103
25654,51
9737,7
29755,58
18613,83
15427,69
1092,80
31813,64
29777,13
3157,122
27735,116
9307,69
21596,36
9311,32
12816,35
25708,68
15890,118
9327,26
9329,22
5249,143
7305,97
25743,56
17553,58
29845,84
13462,53
1176,58
17561,39
21668,49
199,141
7345,60
25784,37
1567,48
11454,85
5322,30
13516,41
27853,61
1236,71
31959,48
23768,130
9434,130
19677,193
19682,30
21736,78
21031,111
24787,69
5369,62
31995,60
31996,31
21759,26
21761,14
5382,54
5383,16
1580,21
27914,58
9487,113
17680,95
13587,71
11540,102
5400,38
11545,15
17690,28
23835,62
21790,39
28549,18
17696,23
15653,125
7463,46
1325,69
27954,43
25910,113
7480,29
21819,29
17727,92
3393,136
7491,28
7497,36
19787,70
25932,43
32077,52
13647,49
11600,56
1592,25
7054,73
3418,62
1378,76
11623,54
19817,48
21871,50
20713,50
1404,44
28039,13
7565,42
26006,44
19871,13
3499,54
5549,134
19887,37
5552,35
15603,87
28087,61
24940,103
19898,15
21951,47
9120,20
24003,97
3526,49
26060,47
3539,40
7417,41
19932,32
3550,47
26084,15
26090,17
1520,57
9718,157
32248,63
17913,117
13819,75
9728,14
19974,96
26540,14
32267,15
30221,168
32271,51
24082,93
5663,98
9762,60
7717,71
20008,68
26156,71
17970,80
22068,97
13877,57
15928,43
17989,49
30279,39
11850,160
15949,34
3664,106
5714,91
4707,60
15961,30
10511,115
3679,31
28256,72
32699,53
30318,38
13938,76
3699,19
32372,95
31084,18
28285,23
26251,67
1676,104
9869,79
11544,13
31426,13
16027,49
3741,46
24226,83
16035,26
1716,46
3017,61
3768,41
20154,117
16066,39
11971,77
26308,20
32453,46
16075,53
28365,70
24271,66
28368,30
9938,50
11991,68
18138,98
7900,108
3806,65
9952,64
16097,57
3814,22
3815,27
30445,56
26354,41
24313,63
12031,68
12587,87
7946,48
30477,61
32529,100
14098,116
12590,12
26396,22
3869,54
2352,60
16172,110
30509,74
26414,20
7988,24
12092,53
22333,110
8007,17
26252,36
13282,39
18745,96
24409,130
5979,120
14174,92
14179,30
18279,107
31037,25
30696,66
28540,53
18303,24
8065,50
6018,56
16261,72
28557,15
14224,29
12177,61
26522,68
14239,37
18339,23
8102,56
18348,54
26543,14
12208,14
10165,107
4026,46
1979,147
26565,59
12230,43
5794,99
24552,78
14316,35
6130,95
24574,41
