Node,Load of node by requests
25429,22
14678,8
24377,1
7512,8
3300,1
6525,8
4444,5
15711,73
864,14
19297,4
24419,8
2405,26
9575,5
9995,1
21354,6
22379,87
16749,25
32112,20
8050,31
24467,13
23983,1
27510,15
8622,19
31608,14
20858,29
30015,9
30513,10
10622,8
23523,5
19841,6
18306,25
3459,13
30597,20
22040,19
4999,28
13194,22
22923,37
26510,18
21426,1
11666,32
19267,33
916,8
21909,9
6550,1
10647,3
3396,22
28059,33
25500,40
10654,6
27039,24
17313,48
26019,1
31652,3
6054,9
2471,9
14761,14
12912,4
355,11
12717,17
28590,18
5551,41
32688,2
31153,83
16306,39
5107,11
27572,7
4021,49
4379,7
23967,41
5565,3
20414,16
18421,17
12738,3
2635,20
3525,23
10182,42
6049,10
14660,9
16841,22
26059,9
461,18
24527,7
8657,9
27090,7
9171,31
24313,11
11740,25
29715,13
18401,15
26595,9
28644,7
2533,22
23014,8
31208,15
19433,10
19486,5
21995,25
32236,18
1518,32
18173,19
11248,48
22002,8
24051,19
25076,3
21758,5
16374,10
15863,29
22521,25
30644,15
28159,11
18733,4
27645,15
29525,8
513,27
8706,17
15275,16
32260,16
15190,5
4661,38
29192,3
9,24
4107,11
8204,17
8718,9
22031,27
4800,1
12974,45
12310,78
5013,13
9754,58
28188,33
29725,9
2590,2
18463,6
3496,17
21028,51
18470,9
14376,14
27996,21
21548,25
25646,20
30255,39
28720,31
6706,1
22579,31
11828,30
13365,46
2615,7
3640,13
1081,20
15932,15
14400,8
26689,8
13890,65
267,9
31302,43
20552,5
29708,9
5707,30
23138,7
16653,8
17488,12
14929,10
17580,23
18004,16
29269,14
25883,14
3684,4
18795,3
9821,6
21088,5
27408,10
22114,19
1636,31
27749,50
25190,24
11879,14
14953,5
106,8
10348,31
8301,28
19055,17
25448,6
4726,9
3945,18
12408,8
2682,6
11199,5
30334,2
28289,44
22659,29
25110,20
17034,31
26251,14
29837,13
18063,8
9872,5
4241,6
31378,25
26097,11
24309,3
15000,8
29337,14
13466,30
25756,5
18589,31
6303,36
27809,5
13986,1
27299,21
12451,8
8358,8
15217,7
16156,23
16556,42
30382,11
32285,8
6833,20
9906,14
3251,17
30389,2
20331,10
10424,14
20668,9
29373,7
15550,39
1215,16
6848,5
21186,17
16067,37
23236,18
630,21
5831,8
29132,16
24266,60
4320,17
9423,49
27345,18
8914,15
13970,2
31447,10
219,12
9948,9
10176,3
27115,23
32480,16
25313,20
30434,6
5105,6
20702,5
19686,31
10987,42
11311,17
4330,18
2795,10
14573,35
32494,8
15599,8
23793,80
1246,2
2292,35
757,13
13558,13
25847,26
6392,14
5883,5
26364,22
20222,26
7423,61
30976,18
1282,8
4008,23
26076,4
9991,13
15624,10
3850,54
24331,11
17165,16
6071,7
22288,26
21266,26
4169,3
5400,7
8985,6
30767,26
4380,4
26909,20
930,5
14633,10
24865,8
7458,13
5923,9
31524,25
30501,22
3366,22
17713,8
24796,21
8491,38
20268,8
29997,10
28975,14
6449,18
21813,27
2358,6
31113,10
7482,7
30858,9
32063,54
3392,9
18400,42
24386,31
25923,4
2884,16
26437,18
14662,9
24391,7
18761,41
29002,16
31091,6
29518,37
20816,9
14161,13
17725,3
18262,12
8024,10
26744,13
10586,11
17243,19
11100,22
4446,16
11920,9
7524,7
869,33
27494,16
3431,10
14184,6
19243,20
18151,9
11628,23
4973,16
17774,5
21871,14
19825,9
11452,19
17270,6
28536,19
7548,1
6491,2
24443,27
11132,8
13695,32
30593,16
1923,43
14044,14
25989,7
26502,22
22409,28
23437,42
31630,41
22928,36
19096,8
2962,16
30099,11
15764,19
22421,6
13206,25
29081,8
10648,6
7221,22
10650,9
5533,25
32671,28
6048,49
3056,9
16290,27
7587,5
5316,9
21413,10
32167,20
16808,16
29609,5
9001,8
1451,63
2478,21
413,45
26184,7
5146,6
5619,3
27061,6
23990,62
10670,4
8120,10
19897,17
9146,9
579,8
30652,7
7102,16
24511,32
17344,8
24001,2
9156,6
10486,6
7111,3
13944,4
32203,9
5580,5
19405,14
19192,12
10706,8
31395,7
30676,8
10062,15
14806,33
17882,25
10203,17
8668,15
29149,9
12766,52
25056,27
15841,19
23049,4
25573,30
2022,30
20455,30
15336,2
3119,8
14315,17
5795,14
23533,35
18414,8
28829,6
18929,35
15346,7
26611,12
7934,31
5229,11
29687,14
20373,14
12326,1
17406,9
23552,13
1763,6
16898,16
27653,37
23046,15
28169,22
13838,6
19472,7
259,21
27128,6
25109,18
7769,16
15620,6
28591,19
541,10
24581,17
25635,31
11301,20
18983,28
22057,3
29959,35
6188,4
14186,17
11416,8
11357,8
14389,14
17823,4
3127,31
24120,16
12857,19
27194,6
59,15
29701,14
5181,18
9589,7
9791,48
16992,7
1603,48
3653,13
31814,30
32609,4
14710,7
11849,25
23626,5
30283,98
7197,19
8237,19
32509,9
80,17
22968,8
26501,2
22723,8
18517,66
18006,8
7097,1
31832,9
16473,44
2138,11
27228,11
21178,17
31838,4
9311,7
9824,7
28769,35
23684,12
21093,15
4710,21
6761,55
25198,8
12399,20
29296,30
626,16
6773,9
24694,29
24169,8
11899,13
14973,55
19989,13
30338,11
14467,14
20612,46
32389,21
3207,16
22153,36
1162,12
6824,4
26253,4
24206,6
8847,8
4240,27
280,12
658,4
7827,20
16020,35
12968,19
31894,19
3224,6
17463,22
19098,4
12443,13
15045,13
5792,34
28322,15
13595,60
18596,2
19621,26
24230,8
23208,33
10303,24
22698,24
20652,4
13938,15
28846,30
17693,9
7345,27
4403,3
16799,6
7350,13
29129,32
17594,31
3871,3
26300,20
28533,9
8898,23
15555,73
17092,13
26742,21
22214,9
5325,29
14543,15
9937,22
19666,16
17955,23
18644,12
30933,10
11990,9
21719,8
25816,13
18812,27
5850,20
15311,6
16093,23
29407,4
2002,7
30843,5
31460,49
31187,9
14124,12
21224,13
17641,23
32492,19
24018,42
10990,15
25896,9
10482,5
14067,5
20212,28
5877,15
29431,17
26872,25
24314,7
15611,18
764,7
11517,18
9982,9
22783,16
14592,23
16129,2
16643,23
32265,20
25349,47
774,7
8967,4
14790,3
12041,23
9994,6
6411,50
8460,19
17167,16
725,9
5331,2
25876,6
18709,16
2328,28
32025,12
5403,21
9500,15
12573,25
10091,5
32544,5
16688,16
23330,37
5083,11
7461,13
27942,46
20775,15
17704,5
5567,10
2349,9
30429,7
10544,31
8497,9
28979,18
22837,9
21641,17
20792,5
5946,14
2363,2
32060,11
1342,9
28469,9
12610,12
4420,21
12103,14
5448,8
29513,5
6987,27
11085,15
31569,7
10578,9
7651,8
16725,10
19798,14
10071,9
21868,28
30555,14
30778,23
15589,11
20832,9
24929,13
27490,16
32315,8
31718,7
5478,7
16231,7
17256,7
6505,24
8042,50
15079,9
26476,54
14738,9
17469,6
20336,29
26996,14
10101,5
32118,9
20346,1
31099,39
14204,3
24450,18
23428,12
10134,14
21895,9
12169,5
20362,16
15756,14
3888,3
16782,15
749,6
1424,13
21393,48
8594,10
22931,6
22421,21
2966,71
15255,32
5016,55
11548,3
28060,20
9561,6
25157,16
8134,8
17314,7
10907,51
11685,23
7590,17
23463,4
19368,42
26538,15
25927,6
32172,13
12205,14
13231,17
25008,31
434,54
25524,45
6135,14
29624,9
31673,23
9146,26
17339,12
20413,15
5055,6
15296,9
13249,19
6595,21
26202,3
2502,32
18888,2
14793,8
28663,14
9378,4
32206,12
13645,6
24843,14
19922,9
10915,7
4566,15
3543,68
1496,20
10713,24
30683,17
6109,30
13278,16
22495,12
32331,4
19516,19
32739,27
27302,7
13798,22
8998,4
797,7
15339,20
3565,4
18926,13
27389,13
17064,16
1014,17
2551,14
26104,26
26598,7
20987,24
4092,18
4279,2
14335,16
4099,4
5636,45
28165,25
25096,20
16391,14
24584,18
11692,42
1035,36
2572,16
15600,7
7195,12
18179,35
14031,22
26136,6
7172,36
539,30
24605,9
21534,13
5151,9
5664,14
23073,7
14370,15
27683,31
32292,18
15909,7
25265,15
23593,25
19498,40
9259,29
18991,24
4656,6
23048,32
26674,14
13875,13
8756,6
7221,9
28214,11
11273,7
3635,13
1595,7
26530,4
21057,9
3595,8
30279,10
19528,9
1097,7
13899,6
2636,6
4194,20
21582,32
26191,3
32336,5
3154,37
14947,9
29780,6
14933,8
9857,1
9305,28
16475,8
18012,15
7610,10
7775,7
18467,37
20888,17
8123,8
20583,35
17000,6
12339,11
2667,6
20076,9
29822,4
11888,16
31857,25
6770,49
24179,9
8822,8
15991,6
5752,2
23316,22
19066,25
3263,2
27260,33
22653,9
3710,20
30336,11
2177,39
4715,17
25222,9
27777,19
12426,28
23180,5
28301,18
15502,26
10421,5
22674,13
26259,13
20118,7
7831,11
11547,20
27294,22
1696,9
32353,7
25762,8
17059,7
28836,31
13477,17
31910,9
24743,17
19627,15
18546,16
24238,8
8221,7
7856,9
689,15
21171,28
15540,6
11957,5
3254,9
20681,47
16893,7
19642,6
6175,62
188,36
30581,4
11968,5
6195,6
18626,25
30667,20
11134,4
26821,18
13000,77
17868,24
6346,12
12491,8
2253,11
6863,26
2770,3
8915,12
7892,7
29134,28
29398,9
5335,13
23347,18
15579,15
29916,22
31098,3
9442,15
30435,4
16612,26
8421,35
10983,49
15080,46
21628,5
23276,31
24816,26
19185,9
10451,10
3828,27
2686,7
1271,9
2300,14
7935,2
20278,17
12545,9
7723,3
23812,22
31495,19
18268,19
6411,15
19757,3
24340,9
17075,4
24281,8
16666,10
10031,23
32541,21
17694,50
1311,8
29146,2
14114,19
15166,7
25382,37
20019,9
17412,3
13610,38
24363,3
15660,23
8498,17
5935,21
7472,5
24424,5
4402,30
9523,28
15156,10
2869,7
29494,18
21303,35
29215,19
4443,3
21820,9
14141,14
6462,10
3391,21
12608,21
1348,22
14902,30
16855,16
26081,14
19254,9
12644,10
15415,4
17823,1
653,30
30545,23
13139,9
18782,6
22869,4
32215,5
31065,72
30205,6
2396,9
24413,8
10650,7
16101,15
25953,42
11106,18
5987,9
9060,31
11750,18
16230,21
19959,21
13672,25
12137,53
31433,11
17810,11
11509,17
26428,36
3955,11
10613,42
4803,12
1399,16
2936,6
8058,24
24955,21
21885,11
1406,9
4991,22
13185,6
29673,4
7044,55
22756,14
23430,8
25479,23
25992,2
8073,2
24864,8
907,23
11416,27
23954,39
30611,7
1428,8
32152,7
410,22
9627,7
28060,78
28400,16
32670,33
30111,29
16858,7
27041,52
29602,15
4517,6
29096,70
9129,18
15786,31
2475,10
19884,35
1128,4
16302,5
28573,45
25521,8
22450,25
21939,14
31668,15
23454,4
16824,34
1466,25
14267,21
9660,4
20927,25
24156,32
23712,13
27075,7
10692,4
31173,16
26054,8
24008,8
8649,41
13259,11
9733,5
1186,3
21454,49
18211,1
9682,5
12244,28
4053,6
8662,3
13271,8
10355,16
27099,3
19298,7
15326,31
7333,13
31712,2
30689,15
2846,7
32119,26
14822,91
10215,29
32232,7
16361,8
12,5
4813,6
9199,6
22355,42
25598,27
16912,5
15863,7
20985,6
2045,60
24574,80
14421,13
825,7
17067,19
29526,9
19974,7
22535,41
6664,32
28540,21
8714,8
32267,6
30221,55
9230,3
12815,15
31760,24
20497,46
15890,48
13333,9
10264,21
14765,21
16923,32
1404,9
5663,24
12320,23
4129,1
23586,24
21595,26
7717,24
23078,23
21031,20
20008,6
9257,7
4651,11
26156,6
20784,5
5273,6
28780,4
17970,18
7219,17
22068,7
14174,10
25654,19
10807,32
8833,23
18489,31
29755,26
9077,41
27914,7
18613,1
15427,18
1092,36
950,18
30279,9
2632,22
11850,26
15949,3
3664,26
28028,14
5714,17
2319,13
21042,7
3157,7
24663,20
31467,1
28763,10
17500,26
19898,8
22678,12
3679,8
28256,30
18960,21
4707,17
14239,15
14949,26
2065,21
11623,9
14956,7
4385,10
9327,14
23497,35
627,38
14452,8
8894,4
13343,4
2169,22
25211,27
26748,40
24704,18
8321,37
6827,7
12092,14
10377,32
26251,23
16524,49
2189,8
23182,38
16995,6
5400,6
29845,7
13462,24
1176,12
21145,17
16027,17
3741,4
19102,12
9007,9
24226,21
14616,4
21668,9
3526,2
2731,8
30893,16
7345,5
17076,9
20661,9
3017,6
25784,11
32372,8
20154,36
31775,9
15036,18
8893,7
11454,46
31423,29
16066,13
11971,55
26308,23
32453,8
199,17
13516,6
5322,4
29388,24
28365,6
27853,53
27344,24
9938,9
24787,14
1236,9
31959,15
23768,23
18138,25
24271,11
7900,16
19677,108
3806,20
6367,13
16097,8
6267,20
2276,1
21221,14
3814,7
14568,20
20713,7
31271,37
30445,22
6894,10
24313,11
9487,13
30961,9
26354,6
15603,35
25332,18
26870,7
21239,17
7417,33
22778,13
11004,8
11148,9
24830,5
21759,22
769,8
12587,7
30509,5
5382,8
5249,30
13065,23
28426,6
10511,23
17680,15
20696,4
14098,29
13587,7
11540,11
15125,25
28705,1
31426,3
11544,5
4889,30
6426,31
23835,23
3869,5
706,14
16261,25
5090,26
290,28
29475,11
15653,7
22804,8
4306,4
24875,5
16172,23
1325,9
17199,8
2352,5
27954,5
7988,10
25910,8
6793,21
8505,7
23356,16
22333,44
17727,10
3393,46
10562,6
20803,8
10956,5
25416,13
2377,12
19021,13
19787,10
25932,8
32077,20
26522,7
9869,30
21790,3
26829,6
1716,7
30862,9
2902,30
18745,32
24409,17
3418,11
5979,55
12638,26
14224,14
1378,9
14179,11
11109,28
18279,17
8553,7
31595,13
14700,19
21871,16
24552,59
24082,1
6517,39
13938,8
19871,9
27514,25
17276,9
4478,21
28821,17
8065,3
6018,2
9737,5
10887,1
28549,9
6355,1
13192,34
14316,12
16780,35
7565,27
7054,34
21392,22
12177,25
4500,10
17157,19
26006,23
20887,33
9112,7
15401,20
27735,17
31132,6
15261,27
17989,5
2976,17
29168,5
9434,9
18339,11
421,38
8102,6
24582,5
3499,15
5549,30
10604,4
15275,4
7603,8
10165,30
27062,8
9144,7
24940,40
4026,29
1979,39
24992,18
24003,2
29126,29
4553,9
22986,15
15270,2
26060,10
5794,15
27196,24
25708,10
3539,5
25557,4
8662,9
12537,12
1567,10
20644,16
5369,10
19932,7
21736,1
3550,17
13221,9
18548,9
13282,20
15331,6
996,12
12710,19
11238,24
23377,5
30696,47
28890,5
29676,31
32699,25
9198,8
1520,32
6130,44
2549,7
9718,72
32248,15
17913,59
26971,20
13819,24
